,Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",Total Trihalomethanes
266,11-07-CKS-1,Tap Water,11/7/2023 13:09,,,,,,,,,,,3.4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
267,11-07-CKS-4,Tap Water,11/7/2023 13:43,,-156.30571449350938,20.90315641175318,,,,,,,,3.1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
268,11-07-CKS-6,Tap Water Filtered,11/7/2023 15:22,,-156.31555866014705,20.931529649473244,,,,,,,,2.5074,,,,,,,,,,,,,,1.1758,3.6668,,,,,,,,,,,1.0759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7427
269,11-07-CKS-7,Tap Water,11/7/2023 15:27,,-156.2819266573241,20.92244223846853,,,,,,,,5.0595,,,,,,,,,,,,,,,1.2324,,,,,,,,,,,1.5234,,,,,,,,,,,1.6201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.375900000000001
270,11-6-KDP-9,Tap Water,11/7/2023 15:51,,-156.31535267406903,20.78351667754901,,,,,,,,7.4016,,,,,,,,,,1.8852,,,,,22.0372,,,,,,,,,,,2.8704,,,,,,,,,,,2.5014,,,,,,,,1.2311,,,,,,,,,,,,,,,,,,,,,,,,,,28.640099999999997
271,11-6-KDP-10,Tap Water Filtered,11/7/2023 15:52,,-156.31881596480574,20.783391167990075,,,,,,,,1.8529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
272,11-8-KDP-1,Tap Water,11/8/2023,,-156.31024861333444,20.778682208124973,,,,,,,,3.6462,,,,,,,,,,,,,,,10.0321,,,,,,,,,,,3.4469,,,,,,,,,,,1.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.309999999999999
273,11-8-KDP-2,Tap Water Filtered,11/8/2023,,-156.30773360361894,20.77564099859297,,,,,,,,16.6694,,,,,,,,,,,,,,,14.8604,,,,,,,,,,,3.3247,,,,,,,,,,,1.1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3546
274,11-8-KDP-3,Tap Water Filtered,11/8/2023,,-156.30713599972046,20.77622275441279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
275,11-9-23-JI-05,Tap Water Filtered,11/9/2023 10:56,,-156.659609912483,21.005277060230373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
276,11-9-23-JI-04,Tap Water,11/9/2023 10:54,,-156.65974177928288,21.00487236489128,,,,,,,,8.6718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6189,,,,,,,,,,,,,,,,,,,,,,,,,,1.6189
277,11-9-23-JI-03,Tap Water,11/9/2023 10:58,,-156.68458901846705,20.885574454337856,,,,,,,,14.6587,,,,,,,,,,,,,,,6.3552,,,,,,,,,,,6.1661,,,,,,,,,,,4.1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.64
278,11-9-23-JI-02,Tap Water,11/9/2023 11:15,,-156.6804819062129,20.899175351143224,,,,,,,,10.5911,,,,,,,,,,,,,,,8.3394,,,,,,,,,,,8.7864,,,,,,,,,,,12.2509,,,,,,,,12.5281,,,,,,,,,,,,,,,,,,,,,,,,,,41.9048
279,11-9-23-JI-01,Tap Water Filtered,11/9/2023 11:14,,-156.68282363061357,20.90144105331483,,,,,,,,7.0586,,,,,,,,,,,,,,,6.5557,,,,,,,,,,,7.301,,,,,,,,,,,10.7338,,,,,,,,11.2948,,,,,,,,,,,,,,,,,,,,,,,,,,35.8853
280,11-9-KDP-1,Tap Water,11/10/2023 11:44,,-156.3180894308036,20.75145851485605,,,,,,,,12.1669,,,,,,,,,,,,,,,2.2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2131
281,11-9-KDP-2,Tap Water Filtered,11/10/2023 11:46,,-156.31715263299284,20.751414763472784,,,,,,,,9.0538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
282,11-9-KDP-3,Tap Water,11/9/2023,,-156.31728759167203,20.754924009057603,,,,,,,,13.2429,,,,,,,,,,,,,,,1.8893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8893
283,11-9-KDP-4,Tap Water,11/9/2023,,-156.30998064674478,20.776144781819205,,,,,,,,,,,,,,,,,,,,,,,1.9301,,,,,,,,,,,4.6227,,,,,,,,,,,10.1896,,,,,,,,10.0844,,,,,,,,,,,,,,,,,,,,,,,,,,26.826800000000002
284,11-9-KDP-5,Tap Water,11/9/2023,,-156.30964515415442,20.77762529144391,,,,,,,,7.2337,,,,,,,,,,,,,,13.6146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
285,11-9-KDP-6,Tap Water Filtered,11/9/2023,,-156.30716391479848,20.77596605141166,,,,,,,,2.4822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
286,11-9-KDP-7,Tap Water Filtered,11/9/2023,,-156.3104231943015,20.77571275364745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
287,11-13-23-JI-14,Tap Water,11/13/2023 14:40,,-156.68255921018925,20.88475002464561,,,,,,,,15.7217,,,,,,,,,,,,,,,14.4605,,,,,,,,,,,5.0057,,,,,,,,,,,6.6987,,,,,,,,9.6161,,,,,,,,,,,,,,,,,,,,,,,,,,35.781
288,11-13-23-JI-13,Tap Water,11/13/2023 14:40,,-156.68296898023354,20.88527199322818,,,,,,,,24.3209,,,,,,,,,,,,,,,13.9942,,,,,,,,,,,5.0529,,,,,,,,,,,7.3269,,,,,,,,9.3389,,,,,,,,,,,,,,,,,,,,,,,,,,35.7129
289,11-13-23-JI-12,Tap Water Filtered,11/13/2023 14:43,,-156.6844696744298,20.884822392355304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
290,11-13-23-JI-11,Tap Water,11/13/2023 14:43,,-156.68172299909628,20.88367778352885,,,,,,,,2.8162,,,,,,,,,,,,,,,15.8359,,,,,,,,,,,11.7395,,,,,,,,,,,10.9405,,,,,,,,1.4986,,,,,,,,,,,,,,,,,,,,,,,,,,40.0145
291,11-13-23-JI-10,Tap Water,11/13/2023 14:48,,-156.68280904712708,20.882241189961025,,,,,,,,26.3369,,,,,,,,,,,,,,,15.8317,,,,,,,,,,,8.3858,,,,,,,,,,,3.8951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1126
292,11-13-23-JI-09,Tap Water,11/13/2023 14:48,,-156.6863418126038,20.885663117196632,,,,,,,,49.548,,,,,,,,,,,,,,,17.1689,,,,,,,,,,,9.3445,,,,,,,,,,,5.0404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.553800000000003
293,11-13-23-JI-08,Tap Water,11/13/2023 14:50,,-156.6836129656638,20.88135342581596,,,,,,,,32.6738,,,,,,,,,,,,,,,14.4473,,,,,,,,,,,7.9376,,,,,,,,,,,3.6611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.046
294,11-13-23-JI-07,Tap Water,11/13/2023 14:50,,-156.682759829641,20.88494089825256,,,,,,,,38.2767,,,,,,,,,,,,,,,17.9509,,,,,,,,,,,9.5965,,,,,,,,,,,4.9225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4699
295,11-13-23-JI-06,Tap Water,11/13/2023 14:53,,-156.6859098438849,20.881089338684028,,,,,,,,19.4612,,,,,,,,,,,,,,,15.8293,,,,,,,,,,,8.9475,,,,,,,,,,,4.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2758
296,11-13-23-JI-05,Tap Water,11/13/2023 14:53,,-156.6822162490825,20.88195272573629,,,,,,,,38.9349,,,,,,,,,,,,,,,17.374,,,,,,,,,,,10.0366,,,,,,,,,,,4.9554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.366
297,11-13-23-JI-04,Tap Water,11/13/2023 14:55,,-156.6857887139399,20.883752684783797,,,,,,,,22.6407,,,,,,,,,,,,,,,16.212,,,,,,,,,,,8.8388,,,,,,,,,,,4.4607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5115
298,11-13-23-JI-03,Tap Water,11/13/2023 14:55,,-156.68531123177382,20.880866087940543,,,,,,,,19.2369,,,,,,,,,,,,,,,10.0519,,,,,,,,,,,4.583,,,,,,,,,,,1.9763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6112
299,11-13-23-JI-02,Tap Water,11/13/2023 14:57,,-156.68386652942462,20.88128308200311,,,,,,,,13.4251,,,,,,,,,,,,,,,15.2334,,,,,,,,,,,8.3176,,,,,,,,,,,4.1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7107
300,11-13-23-JI-01,Tap Water,11/13/2023 14:57,,-156.68707237697612,20.88392431022625,,,,,,,,10.2664,,,,,,,,,,,,,,,15.6311,,,,,,,,,,,8.3939,,,,,,,,,,,4.2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2435
301,11-13-KDP-1,Tap Water Filtered,11/13/2023,,-156.31739700206862,20.753142118382804,,,,,,,,7.3322,,,,,,,,,,,,,,,7.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.723
302,11-13-KDP-1,Tap Water Filtered,11/13/2023,,-156.31682846488013,20.75113096200329,,,,,,,,7.3322,,,,,,,,,,,,,,,7.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.723
303,11-15-KDP-1,Tap Water,11/15/2023 16:22,,-156.3176791470509,20.755271093070228,,,,,,,,8.5782,,,,,,,,,,,,,,,2.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.692
304,11-15-KDP-2,Tap Water Filtered,11/15/2023 16:23,,-156.31815899357957,20.754598820696074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
305,11-15-KDP-3,Tap Water,11/15/2023 16:25,,-156.3221812751836,20.74581927772022,,,,,,,,6.8455,,,,,,,,,,,,,,1.1177,1.4523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4523
306,11-15-KDP-4,Tap Water Filtered,11/15/2023 16:26,,-156.3223194546671,20.74614843747828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
307,11-15-KDP-5,Tap Water,11/15/2023 16:54,,-156.31496181398148,20.74126860372312,,,,,,,,9.5617,,,,,,,,,,,,,,,1.2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2393
308,11-15-KDP-6,Tap Water Filtered,11/15/2023 16:56,,-156.31484584922674,20.739116654684025,,,,,,,,,,,,,,,,,,,,,,3.4333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
309,11-15-KDP-7,Tap Water,11/15/2023 17:15,,-156.31343307295796,20.736890175081477,,,,,,,,26.8271,,,,,,,,,,,,,,,8.7925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7925
310,11-15-KDP-8,Tap Water,11/15/2023 18:19,,-156.30758162506453,20.749533174079406,,,,,,,,6.4334,,,,,,,,,,,,,,,2.2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2724
311,11-15-KDP-9,Tap Water Filtered,11/15/2023 18:21,,-156.30587076155695,20.74592389954043,,,,,,,,,,,,,,,,,,,,,,20.2563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
312,11-15-KDP-10,Tap Water Filtered,11/15/2023 18:23,,-156.3075783700164,20.74558005668218,,,,,,,,2.9354,,,,,,,,,,4.3037,,,,27.3996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
313,11-15-KDP-11,Tap Water Filtered,11/15/2023 18:24,,-156.3086774773132,20.745067254738547,,,,,,,,8.5711,,,,,,,,,,,,,,,3.0897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0897
314,11-16-KDP-1,Tap Water,11/16/2023 13:36,,-156.31755716719036,20.748018747345345,,,,,,,,4.2212,,1.3282,,,,,,,,,,,,3.4294,1.7626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7626
315,11-16-KDP-2,Tap Water Filtered,11/16/2023 13:37,,-156.31389659064948,20.749733913134897,,,,,,,,4.7753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
316,11-16-KDP-3,Tap Water,11/16/2023 13:38,,-156.31753339043271,20.74981911549005,,,,,,,,24.5002,,,,,,1.4925,,,,,,,,,3.2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2456
317,11-16-KDP-4,Tap Water,11/17/2023 6:54,,-156.31244083245522,20.74738971143178,,,,,,,,7.4412,,,,,,,,,,8.1376,,,,31.956,2.1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1532
318,11-16-KDP-5,Tap Water,11/17/2023 7:00,,-156.32076799603217,20.753023621739544,,,,,,,,44.0985,,,,,,,,,,,,,,,17.4029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4029
319,11-16-KDP-6,Tap Water,11/17/2023 7:12,,-156.32022924643434,20.743312070950857,,,,,,,,6.6599,,,,,,,,,,,,,,,1.8918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8918
320,11-17-23-JI-04,Tap Water,11/17/2023 10:04,,-156.68214434085587,20.881557119755747,,,,,,,,63.6334,,,,,,,,,,,,,,,17.0808,,,,,,,,,,,7.5778,,,,,,,,,,,4.0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6994
321,11-17-23-JI-03,Tap Water,11/17/2023 10:04,,-156.6845083159801,20.880745951168947,,,,,,,,121.9508,,,,,,,,,,,,,,,15.2015,,,,,,,,,,,10.1336,,,,,,,,,,,8.8761,,,,,,,,6.3945,,,,,,,,,,,,,,,,,,,,,,,,,,40.6057
322,11-17-23-JI-02,Tap Water Filtered,11/17/2023 10:06,,-156.68289135369326,20.901872364806785,,,,,,,,60.4144,,,,,,,,,,,,,,,7.6003,,,,,,,,,,,8.1036,,,,,,,,,,,9.6142,,,,,,,,7.4963,,,,,,,,,,,,,,,,,,,,,,,,,,32.8144
323,11-17-23-JI-01,Tap Water,11/17/2023 10:06,,-156.6822639343856,20.898554868976596,,,,,,,,146.8591,,,,,,,,,,,,,,,9.0108,,,,,,,,,,,10.0021,,,,,,,,,,,11.8508,,,,,,,,9.3464,,,,,,,,,,,,,,,,,,,,,,,,,,40.2101
324,11-17-23-JI-06,Tap Water,11/17/2023 14:44,,-156.68229645486363,20.90202440897752,,,,,,,,94.0295,,,,,,,,,,,,,,,9.795,,,,,,,,,,,10.5668,,,,,,,,,,,12.4982,,,,,,,,9.9314,,,,,,,,,,,,,,,,,,,,,,,,,,42.7914
325,11-17-23-JI-05,Tap Water,11/17/2023 14:44,,-156.67916105036787,20.899236614606927,,,,,,,,87.3998,,,,,,,,,,,,,,,10.3589,,,,,,,,,,,11.9012,,,,,,,,,,,17.344,,,,,,,,18.2544,,,,,,,,,,,,,,,,,,,,,,,,,,57.8585
326,11-18-23-JI-08,Tap Water,11/18/2023 11:46,,-156.68265177184216,20.881342796885324,,,,,,,,65.0565,,,,,,,,,,,,,,,10.1347,,,,,,,,,,,4.4659,,,,,,,,,,,2.6006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2012
327,11-18-23-JI-14,Tap Water filtered,11/18/2023 11:50,,-156.68054227316986,20.90176391315236,,,,,,,,106.0149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
328,11-18-23-JI-15,Tap Water,11/18/2023 11:50,,-156.67941818244205,20.899592339614816,,,,,,,,79.2912,,,,,,,,,,,,,,,9.6291,,,,,,,,,,,8.9628,,,,,,,,,,,9.6658,,,,,,,,5.8502,,,,,,,,,,,,,,,,,,,,,,,,,,34.1079
329,11-18-23-JI-12,Tap Water,11/18/2023 11:55,,-156.68170461847075,20.90017978341001,,,,,,,,69.3108,,,,,,,,,,,,,,,10.5367,,,,,,,,,,,9.1363,,,,,,,,,,,8.4203,,,,,,,,7.0818,,,,,,,,,,,,,,,,,,,,,,,,,,35.1751
330,11-18-23-JI-13,Tap Water Filtered,11/18/2023 11:55,,-156.6844193642738,20.89938124644363,,,,,,,,91.7836,,,,,,,,,,,,,,,9.0955,,,,,,,,,,,7.9477,,,,,,,,,,,6.979,,,,,,,,4.2035,,,,,,,,,,,,,,,,,,,,,,,,,,28.225699999999996
331,11-18-23-JI-11,Tap Water Filtered,11/18/2023 11:59,,-156.68420558423392,20.89888229988293,,,,,,,,114.1901,,,,,,,,,,,,,,,10.8065,,,,,,,,,,,9.078,,,,,,,,,,,6.7732,,,,,,,,1.1212,,,,,,,,,,,,,,,,,,,,,,,,,,27.7789
332,11-18-23-JI-01,Tap Water,11/18/2023 12:01,,-156.66908809070452,20.886745683102944,,,,,,,,9.3763,,,,,,,,,,,,,,,1.9829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9829
333,11-18-23-JI-07,Tap Water,11/18/2023 12:01,,-156.66580835397272,20.883491499283476,,,,,,,,145.5361,,,,,,,,,,,,,,,43.1212,,,,,,,,,,,10.1152,,,,,,,,,,,3.0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.333600000000004
334,11-18-23-JI-06,Tap Water Filtered,11/18/2023 12:18,,-156.67953617617695,20.89667984439544,,,,,,,,137.16,,,,,,,,,,,,,,,7.7379,,,,,,,,,,,8.7695,,,,,,,,,,,12.0499,,,,,,,,11.1992,,,,,,,,,,,,,,,,,,,,,,,,,,39.7565
335,11-18-23-JI-09,Tap Water Filtered,11/18/2023 12:18,,-156.68341662031995,20.900232879264745,,,,,,,,102.086,,,,,,,,,,,,,,,11.0157,,,,,,,,,,,12.7082,,,,,,,,,,,23.0434,,,,,,,,27.3546,,,,,,,,,,,,,,,,,,,,,,,,,,74.1219
336,11-18-23-JI-10,Tap Water Filtered,11/18/2023 12:20,,-156.6799866116013,20.900027638151016,,,,,,,,89.3208,,,,,,,,,,,,,,,1.3626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3626
337,11-18-23-JI-05,Tap Water Filtered,11/18/2023 12:20,,-156.68199929891554,20.89884285710752,,,,,,,,65.1421,,,,,,,,,,9.7604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
338,11-18-23-JI-04,Tap Water Filtered,11/18/2023 12:20,,-156.6791935158732,20.90015742936929,,,,,,,,52.7595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
339,11-18-23-JI-03,Tap Water,11/18/2023 12:22,,-156.68275270605494,20.896455161594407,,,,,,,,63.9142,,,,,,,,,,,,,,,9.3562,,,,,,,,,,,8.7816,,,,,,,,,,,8.7508,,,,,,,,5.2447,,,,,,,,,,,,,,,,,,,,,,,,,,32.1333
340,11-21-KDP-1,Tap Water,11/21/2023,,,,,,,,,,,83.6296,,,,,,,,,,,,,,,1.2905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2905
341,11-21-KDP-2,Tap Water,11/21/2023,,-156.3234983192179,20.73554514451304,,,,,,,,8.2131,,,,,,,,,,,,,,,1.2389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2389
342,11-21-KDP-3,Tap Water Filtered,11/21/2023,,-156.32254752714084,20.736154278669247,,,,,,,,30.9635,,,,,,,,,,,,,,1.4868,21.9176,,,,,,,,,,,4.1845,,,,,,,,,,,0.9654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0675
343,11-21-KDP-4,Tap Water,11/21/2023,,-156.32900714806,20.737928182505,,,,,,,,48.5145,,,,,,,,,,,,,,,1.3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3178
344,11-22-KDP-1,Tap Water,11/22/2023,,-156.3296210811496,20.73855049830805,,,,,,,,66.0209,,,,,,,,,,,,,,,1.6202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6202
345,11-22-KDP-2,Tap Water,11/22/2023,,-156.32500939756474,20.73759103566852,,,,,,,,26.891,,,,,,,,,,,,,,,1.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.386
346,11-22-KDP-3,Tap Water Filtered,11/22/2023,,-156.32649591758286,20.737639450210363,,,,,,,,33.4608,,,,,,,,,,,,,,,1.5966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5966
347,11-22-KDP-4,Tap Water,11/22/2023,,-156.30698259169856,20.761738888849077,3.332,,,,,,,48.9594,,1.5851,,,,,,,,3.1595,,,,1.0136,2.9985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9985
348,12-8-KDP-1,Tap Water,12/8/2023 15:27,,-156.3286686618614,20.74042547467689,,,,,,,,6.4859,,,,,,,,,,1.964,,,,,2.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.716
349,12-8-KDP-2,Tap Water,12/8/2023 16:09,,-156.32588357821643,20.78893362318014,,,,,,,,5.5471,,,,,,,,,,2.0961,,,,,2.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193
350,12-8-KDP-3,Tap Water Filtered,12/8/2023 16:11,,-156.32508253295933,20.789006310704725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
351,12-4-KDP-1,Tap Water,12/8/2023 22:22,,-156.31045989699896,20.7790739607522,,,,,,,,4.9246,,,,,,,,,,,,,,,31.0698,,,,,,,,,,,5.1432,,,,,,,,,,,1.4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7019
352,12-6-KDP-1,Tap Water,12/8/2023 22:24,,-156.31096429191103,20.77837452788903,,,,,,,,1.9807,,,,,,,,,,,,,,,18.8322,,,,,,,,,,,2.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4952
353,12-8-KDP-4,Tap Water,12/8/2023 22:32,,-156.32897258427732,20.786198854727363,,,,,,,,5.8998,,,,,,,,,,2.4563,,,,,2.5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5564
354,12-8-KDP-5,Tap Water Filtered,12/8/2023 22:34,,-156.32743409721274,20.78954663510041,,,,,,,,,,,,,,,,,,,,,,,3.8722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8722
355,12-8-KDP-6,Tap Water Filtered,12/8/2023 22:35,,-156.32519291379705,20.789021599142977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
356,12-8-KDP-7,Other,12/8/2023 22:37,,-156.32788249905522,20.789448211908443,,,,,,,,5.5208,,,,,,,,,,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
