,Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",Dibromofluoromethane [SS1],Pentafluorobenzene [IS1],1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane","1,4-Difluorobenzene [IS2]",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene-d8 [SS2],Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene-d5 [IS3],Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),1-Bromo-4-fluorobenzene (BFB) [SS3],Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene-d4 [IS4]","1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",City,Total Trihalomethanes
247,01-04-KDP-2,Tap Water,1/4/2024 17:02,,-156.30841183988326,20.7769742312237,,,0.0,,,,,7.0543,,,,0.0,,,,,,2.1143,,,0.0,,20.0908,,20.9109,20.0,,,,,,20.0,,,,,3.7829,,,,0.0,0.0,,,,0.0,,,1.9158,,20.0,,,,0.0,,,0.0,,21.5037,,,,,,,,,,,,,,,20.0,,0.0,,,,,0.0,0.0,0.0,0.0,Kula,25.789500000000004
248,01-04-KDP-3,Tap Water,1/4/2024 23:15,,-156.3051491724726,20.772944688351963,,,,,,,,12.4937,,,,0.0,,,,,,0.0,,,,0.0,2.8865,,21.5871,20.0,,,,,,20.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,20.0,,,,,,0.0,0.0,,21.5621,,,,,,,,,,,,,0.0,,20.0,,0.0,,,,,0.0,0.0,0.0,,Kula,2.8865
249,01-04-KDP-4,Tap Water,1/4/2024 23:16,,-156.3078792921424,20.775148291680264,,,0.0,,,,,10.9364,,,,0.0,,,,,,0.0,,,,0.0,2.1174,,20.3568,20.0,,,,,,20.0,,,,,,,,,0.0,0.0,,,,,,,,,20.0,,,,,,,,,21.4039,,,,,,,,,,,,,0.0,,20.0,,0.0,0.0,,,,0.0,,0.0,,Kula,2.1174
250,01-04-KDP-5,Tap Water,1/4/2024 23:17,,-156.30873891419697,20.7752585374685,,,0.0,,,,,11.9606,,,,0.0,,,,,,0.0,,,,,2.0572,,20.5442,20.0,,,,,,20.0,,,,,,,,,0.0,0.0,,,,,,,,,20.0,,,,,,,,,21.2448,,,,,,,,,,,,,0.0,,20.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,Kula,2.0572
251,01-04-KDP-6,Tap Water,1/4/2024 23:18,,-156.30753813735063,20.774402617165546,,,,,,,,11.0113,,,,,,,,,,0.0,,,,,1.3474,,20.8114,20.0,,,,,,20.0,,,,,,,,,0.0,0.0,,,,,,,,,20.0,,,,,,,,,21.393,,,,,,,,,,,,,,,20.0,,0.0,,,,,0.0,0.0,,0.0,Kula,1.3474
252,01-19-KDP-02,Tap Water,1/19/2024,,-156.27801071288778,20.82220290167823,,,0.0,,,,,17.8211,,,,,,,,,,,,,,,2.5941,,20.3539,20.0,,,,,,20.0,,,,,,,,,0.0,0.0,,,,0.0,,,,,20.0,,,,,,,,,21.5227,,,,,,,,,,,,,0.0,,20.0,,0.0,0.0,,,,0.0,,0.0,0.0,Outside of Boxes,2.5941
253,01-19-KDP-03,Tap Water,1/19/2024,,-156.28810519142445,20.83486180876,,,0.0,,,,,10.7805,0.0,,,0.0,,,,,,0.0,,,,,26.3917,,21.0489,20.0,,,,,,20.0,,,,,1.7121,,,,0.0,,,,,,,,0.0,,20.0,,,,,,,0.0,,21.7987,,,,,,,,,,,,,0.0,,20.0,,0.0,,,,,0.0,,,0.0,Outside of Boxes,28.1038
254,01-19-KDP-05,Tap Water,1/19/2024,,-156.28717168994012,20.83519515934867,,,0.0,,,,,8.0895,,,,0.0,,,,,,,,,0.0,,72.2637,,20.1188,20.0,,,,,,20.0,,,,,3.9523,,,,0.0,,,,,,,,0.0,,20.0,,,,,,,0.0,,21.5126,,,,,,,,,,,,,0.0,,20.0,,0.0,0.0,,,,0.0,,0.0,,Outside of Boxes,76.216
255,01-19-KDP-07,Tap Water,1/19/2024,,-156.29305792409633,20.840320885065065,,,0.0,,,,,11.5702,0.0,,,0.0,,,,,,,,,,,42.3325,,20.3229,20.0,,,,,,20.0,,,,,3.395,,,,0.0,,,,,,,,0.0,,20.0,,,,,,,,,20.6006,,,,,,,,,,,,,0.0,,20.0,,0.0,0.0,,,,,,,0.0,Outside of Boxes,45.727500000000006
256,01.26.KDP.02,Tap Water,1/26/2024,,-156.31012867336162,20.766816223524177,,,0.0,,,,,13.5666,0.0,,,0.0,,,,,,0.0,,,,,2.3864,,20.5853,20.0,,,,,,20.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,,,,20.0,,,,0.0,0.0,,,,0.0,0.0,,,,,0.0,,0.0,,,,,0.0,,20.0,,0.0,,,,,0.0,,0.0,0.0,Kula,2.3864
257,01.26.KDP.03,Tap Water,1/26/2024,,-156.317887320886,20.77948421555592,,,,,,,,15.4965,0.0,,,0.0,,,,,,0.0,,,0.0,,32.0745,,20.2263,20.0,,,,,,20.0,,,,,2.1875,,,,0.0,0.0,,,,0.0,,,0.0,,20.0,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,0.0,,20.0,,0.0,0.0,,,,0.0,,0.0,0.0,Kula,34.262
258,01.26.KDP.05,Tap Water,1/26/2024,,-156.3257379898008,20.760815264725967,,,0.0,,,,,10.3418,,,,0.0,,,,,,,,,,,2.2812,,0.0,20.0,,,,,,20.0,,,,,,,,,0.0,0.0,,,,,,,,,20.0,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,20.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,Kula,2.2812
259,02-02-KDP-01,Tap Water,2/2/2024,,-156.29328558838696,20.821421358815385,,,0.0,,,,,30.7675,0.0,,,0.0,0.0,,,,,11.9443,,,0.0,4.2593,14.1576,,21.5754,20.0,,,,,,20.0,,,,,2.1692,,,,0.0,0.0,,,,0.0,,,0.0,,20.0,,,,0.0,0.0,,0.0,,21.6996,0.0,,,,,,,0.0,,,,,0.0,,20.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,Outside of Boxes,16.3268
260,02-02-KDP-03,Tap Water,2/2/2024,,-156.32995553253056,20.8224802284623,,,,,,,,29.0611,0.0,,,0.0,,,,,,,,,,,65.6697,,22.1415,20.0,,,,,,20.0,,,,,7.2363,,,,0.0,0.0,,,,0.0,,,0.0,,20.0,,,,0.0,,,,,20.3391,0.0,,,,,,,,,,,,0.0,,20.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,Outside of Boxes,72.906
261,02-02-KDP-04,Tap Water,2/2/2024,,-156.3371567971559,20.838754596076143,,,0.0,,,,,16.3557,,,,0.0,,,,,,,,,,1.0283,15.7621,,22.0239,20.0,,,,,,20.0,,,,,6.368,,,,0.0,,,,,0.0,,,4.4943,,20.0,,,,0.0,,,1.3927,,20.6849,,,,,,,,,,,,,0.0,,20.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,Outside of Boxes,28.0171
262,02-01-24-JI-01,Tap Water,2/14/2024 8:53,,-156.67966728364834,20.899675159605,,,0.0,,,,,222.4879,,,,0.0,,,,,,,,,,4.2433,0.0,,20.6216,20.0,,,,,,20.0,,,,,,,,,0.0,0.0,,,,,,,,,20.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,20.0,,0.0,0.0,,,,0.0,,,,Lahaina,0.0
263,02-13-24-JI-01,Tap Water,2/14/2024 9:06,,-156.68770523512384,20.92185058282619,,,0.0,,,,,42.6607,0.0,,,0.0,,,,,,,,,,,,,22.415,20.0,,,,,,20.0,,,,,,,,,0.0,0.0,,,,0.0,,,0.0,,20.0,,,,,,,9.8007,,20.0946,,,,,,,,0.0,,,,,0.0,,20.0,,0.0,0.0,,,,,,,0.0,Outside of Boxes,9.8007
264,02-15-24-JI-01,Tap Water,2/15/2024 15:30,,-156.66532934068607,20.994913816920302,,,0.0,,,,,18.5893,0.0,,,0.0,,,,,,,,,,,,,20.9983,20.0,,,,,,20.0,,,,,0.0,,,,0.0,0.0,,,,,,,0.0,,20.0,,,,0.0,0.0,,3.8392,,0.0,,,,,,,,,,,,,0.0,,20.0,,,,,,,,,,0.0,Outside of Boxes,3.8392
265,02-15-24-JI-02,Tap Water,2/15/2024 15:36,,-156.6769228733457,20.976481511200323,,,0.0,,,,,30.3059,0.0,,,0.0,,,,,,,,,,,,,20.462,20.0,,,,,,20.0,,,,,0.0,,,,0.0,0.0,,,,,,,0.0,,20.0,,,,0.0,0.0,,3.1567,,0.0,,,,,,,,,,,,,0.0,,20.0,,,0.0,,,,,,0.0,0.0,Outside of Boxes,3.1567
266,02-15-24-JI-04,Tap Water,2/15/2024 15:42,,-156.68810650268318,20.952687443100125,,,0.0,,,,,135.6055,0.0,,,0.0,,,,,,,,,0.0,1.0728,9.7184,,0.0,20.0,,,,,,20.0,,,,,6.3924,,,,0.0,0.0,,,,,,,2.8779,,20.0,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,20.0,,,0.0,,,,0.0,,,,Outside of Boxes,18.9887
267,02-15-24-JI-05,Tap Water,2/15/2024 15:43,,-156.69066657526616,20.935688258730675,,,0.0,,,,,57.6807,0.0,,,0.0,,,,,,,,,,,,,0.0,20.0,,,,,,20.0,,,,,,,,,0.0,0.0,,,,,,,0.0,,20.0,,,,0.0,,,3.7098,,0.0,,,,,,,,,,,,,,,20.0,,,0.0,,,,0.0,,,,Outside of Boxes,3.7098
268,02-15-24-JI-07,Tap Water,2/15/2024 16:19,,-156.67730561270633,20.8704165914071,,,0.0,,,,,54.9738,0.0,,,0.0,,,,,,,,,,,12.9917,,21.607,20.0,,,,,,20.0,,,,,8.4324,,,,0.0,0.0,,,,,,,4.0616,,20.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,,Lahaina,25.4857
269,02-15-24-JI-08,Tap Water,2/15/2024 16:20,,-156.68553515816626,20.903668831319763,,,0.0,,,,,130.0185,0.0,,,0.0,,,,,,10.9188,,,,21.3129,15.9962,,0.0,20.0,,,,,,20.0,,,,,9.8964,,,,0.0,0.0,,,,,,,4.5387,,20.0,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,0.0,,20.0,,,0.0,,,,,,,,Lahaina,30.4313
270,02-15-24-JI-09,Tap Water,2/15/2024 16:21,,-156.6851909113055,20.900640209836173,,,0.0,,,,,64.0366,0.0,,,0.0,,,,,,,,,,0.0,14.6579,,0.0,20.0,,,,,,20.0,,,,,9.1268,,,,0.0,0.0,,,,0.0,,,4.1161,,20.0,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,20.0,,,0.0,,,,,,,,Lahaina,27.900799999999997
271,2-22-CKS-1,Tap Water,2/22/2024 10:43,,-156.47851909275388,20.89192303261475,,,0.0,,,,,20.3834,0.0,,,0.0,0.0,,,,,2.0299,,,,,1.4451,,20.7481,20.0,,,,,,20.0,,,,,2.69,,,,0.0,0.0,,,,0.0,,0.0,5.0437,,20.0,,,0.0,0.0,0.0,,4.6441,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,0.0,,20.0,,0.0,0.0,,,,,,0.0,0.0,Outside of Boxes,13.8229
272,03-09-KDP-01,Tap Water,3/9/2024 13:50,,-156.336243884912,20.78023166330877,,,0.0,,,,,6.9276,,,,,,,,,,,,,,,42.8943,,20.8677,20.0,,,,,,20.0,,,,,4.3879,,,,0.0,,,,,,,,0.0,,20.0,,,,0.0,,,0.0,,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,,0.0,,20.0,,0.0,0.0,,,,0.0,,0.0,0.0,Kula,47.2822
273,03-11-KDP-01,Tap Water,3/11/2024 9:23,,-156.3098583606357,20.778048511821,,,0.0,,,,,6.0619,,,,0.0,,,,,,0.0,,,,1.2831,6.1464,,20.7135,20.0,,,,,,20.0,0.0,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,20.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,20.0,,0.0,0.0,,,,0.0,,0.0,0.0,Kula,6.1464
274,03-11-KDP-04,Tap Water,3/11/2024 9:23,,,,,,0.0,,,,,8.9198,0.0,,,0.0,,,,,,0.0,,,,0.0,55.4868,,21.3831,20.0,,,,,,20.0,,,,,5.1051,,,,0.0,0.0,,,,0.0,,,0.0,,20.0,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,20.0,,0.0,0.0,,,,0.0,,,,Outside of Boxes,60.5919
275,03-11-24-02-JI,Tap Water,3/11/2024 11:42,,-156.68674186785557,20.88171569125832,,,0.0,,,,,46.5322,0.0,,,0.0,,,,,,,,,,,11.9277,,20.8008,20.0,,,,,,20.0,,,,,7.6614,,,,0.0,0.0,,,,,,,5.1763,,20.0,,,,0.0,,,1.37,,0.0,,,,,,,,,,,,,0.0,,20.0,,0.0,0.0,,,,0.0,,0.0,0.0,Lahaina,26.135400000000004
276,03-20-CDS-01,Tap Water,3/20/2024 10:50,,-156.68518723630174,20.88151046606584,,,0.0,,,,,31.5283,,,,0.0,,,,,,2.4416,,,,0.0,13.7614,,21.1063,20.0,,,,,,20.0,,,,,4.3442,,,,0.0,0.0,,,,,,0.0,4.557,,20.0,,,,0.0,,,5.1633,,0.0,,,,,,,,,,,,,,,20.0,,,0.0,,,,0.0,,,0.0,Lahaina,27.8259
277,03-20-CDS-03,Tap Water,3/20/2024 11:13,,-156.6808611723484,20.881085838449952,,,0.0,,,,,22.9662,0.0,,,0.0,,,,,,2.4207,,,,,27.5275,,20.5644,20.0,,,,,,20.0,,,,,14.2901,,,,0.0,0.0,,,,,,0.0,9.0946,,20.0,,,,0.0,0.0,,2.8508,,0.0,,,,,,,,,,,,,,,20.0,,,0.0,,,,0.0,,,,Lahaina,53.763000000000005
278,03-20-CDS-05,Tap Water,3/20/2024,,-156.68225279499612,20.881546976899607,,,0.0,,,,,28.6002,0.0,,,0.0,,,,,,2.1292,,,0.0,,6.5146,,20.3668,20.0,,,,,,20.0,,,,,6.0941,,,,0.0,0.0,,,,,,,4.5072,,20.0,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,0.0,,20.0,,,0.0,,,,,,,,Lahaina,17.1159
279,03-20-CDS-06,Tap Water,3/20/2024,,-156.68548396950823,20.880675427731155,,,0.0,,,,,16.7905,0.0,,,0.0,,,,,,4.4012,,,,,6.0248,,19.9132,20.0,,,,0.0,,20.0,0.0,,,,3.8225,,,,0.0,0.0,,,,,,0.0,3.0269,,20.0,,,0.0,0.0,0.0,,1.3175,,0.0,,,,,,,,,,,0.0,,,,20.0,,,0.0,,,,0.0,,,,Lahaina,14.1917
280,03-20-CDS-08,Tap Water,3/20/2024,,-156.685949782634,20.88119215562713,,,0.0,,,,,24.5925,0.0,,,0.0,,,,,,2.0694,,,0.0,,11.5382,,20.1299,20.0,,,,,,20.0,,,,,5.978,,,,0.0,0.0,,,,,,0.0,5.6977,,20.0,,,,0.0,0.0,,2.4946,,0.0,,,,,,,,,,,0.0,,,,20.0,,,,,,,0.0,0.0,0.0,,Lahaina,25.7085
281,3-20-24-JI-13,Tap Water,3/20/2024 15:03,,-156.68479799362183,20.88427474725939,,,0.0,,,,,14.5428,0.0,,,0.0,,,,,,,,,,,7.4625,,19.4993,20.0,,,,,,20.0,,,,,6.8752,,,,0.0,0.0,,,,,,,5.2489,,20.0,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,20.0,,,,,,,0.0,,,,Lahaina,19.5866
282,3-20-24-JI-15,Tap Water,3/20/2024 15:01,,-156.68469839397864,20.88407989568753,,,0.0,,,,,13.4308,,,,0.0,,,,,,,,,,,11.38,,19.6437,20.0,,,,,,20.0,,,,,9.174,,,,0.0,0.0,,,,,,,6.881,,20.0,,,,,,,2.0313,,0.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,,Lahaina,29.466300000000004
283,3-20-24-JI-17,Tap Water,3/20/2024 15:00,,-156.6822544281338,20.88481882493393,,,0.0,,,,,13.5932,0.0,,,0.0,,,,,,,,,,,6.543,,19.4543,20.0,,,,,,20.0,,,,,6.3845,,,,0.0,0.0,,,,,,,4.8734,,20.0,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,20.0,,,,,,,0.0,,,,Lahaina,17.8009
284,03-29-KDP-01,Tap Water,3/29/2024 13:12,,-156.35018614811312,20.706611597450703,,,0.0,,,,,9.725,0.0,,,0.0,,,,,,,,,,,3.0877,,20.2651,20.0,,,,,,20.0,,,,,,,,,19.9849,0.0,,,,0.0,,,,,20.0,,,,0.0,,,,,20.751,0.0,,,,,,,0.0,0.0,,,,0.0,,20.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,Kula,3.0877
285,03-29-KDP-03,Tap Water,3/29/2024 13:15,,-156.35333988856658,20.70340957064036,,,0.0,,,,,14.5938,,,,,,,,,,,,,,1.3787,4.3261,,19.6653,20.0,,,,,,20.0,,,,,0.0,,,,19.6114,0.0,,,,,,,0.0,,20.0,,,,0.0,,,0.0,,19.7858,0.0,,,,,,0.0,,,,,,0.0,,20.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,Kula,4.3261
286,03-29-KDP-04,Tap Water,3/29/2024 13:35,,-156.34790637766488,20.709001885251883,,,0.0,,,,,9.1735,,,,0.0,,,,,,0.0,,,,,1.8535,,20.8169,20.0,,,,,,20.0,,,,,,,,,20.5085,,,,,0.0,,,,,20.0,,,,0.0,,,,,19.9492,,,,,,,,,,,,,0.0,,20.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,Kula,1.8535
287,03-29-KDP-06,Tap Water,3/29/2024 14:19,,-156.3414306180687,20.718678118447357,,,0.0,,,,,13.413,0.0,,,0.0,,,,,,,,,,,2.5214,,19.7133,20.0,,,,,,20.0,,,,,,,,,19.9864,,,,,0.0,,,,,20.0,,,,0.0,,,,,19.3595,,,,,,,,,,,,,0.0,,20.0,,0.0,0.0,,,,,0.0,0.0,0.0,Kula,2.5214
288,03-29-KDP-08,Tap Water,3/29/2024 14:28,,-156.33491035813032,20.72725138273902,,,0.0,,,,,8.5205,0.0,,,0.0,,,,,,,,,,1.4956,1.7981,,20.146,20.0,,,,,,20.0,,,,,,,,,20.0398,0.0,,,,0.0,,,,,20.0,,,,0.0,,,,,19.0947,,,,,,,,0.0,,,,,0.0,,20.0,,0.0,0.0,,,,0.0,,0.0,0.0,Kula,1.7981
289,03-29-KDP-09,Tap Water,3/29/2024 15:09,,-156.3385151303537,20.724306329651736,,,0.0,,,,,8.5803,0.0,,,0.0,,,,,,,,,,,1.7401,,19.5492,20.0,,,,,,20.0,,,,,,,,,19.8059,0.0,,,,,,,,,20.0,,,,,0.0,,,,18.8073,,,,,,,,0.0,,,,,,,20.0,,0.0,0.0,,,,,0.0,0.0,0.0,Kula,1.7401
290,03-29-KDP-11,Tap Water,3/29/2024 15:32,,-156.3541829494885,20.711733362405315,,,0.0,,,,,9.1354,0.0,,,0.0,,,,,,,,,,,1.8547,,20.268,20.0,,,,,,20.0,,,,,,,,,19.9653,0.0,,,,,,,,,20.0,,,,0.0,,,,,19.5289,,,,,,,,,,,,,,,20.0,,,0.0,,,,0.0,,,,Kula,1.8547
291,03-05-KDP-01,Tap Water,4/5/2024 15:36,,-156.30774484385458,20.772263627277603,,,0.0,,,,,11.5514,,,,,,,,,,0.0,,,,,1.7808,,20.549,20.0,,,,,,20.0,,,,,,,,,19.9568,0.0,,,,,,0.0,,,20.0,,,,0.0,,,0.0,,20.3896,0.0,,,,,,,0.0,,,,0.0,0.0,,20.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,Kula,1.7808
292,03-05-KDP-03,Tap Water,4/5/2024 15:53,,-156.33517131730744,20.78270262309736,,,0.0,,,,,13.901,0.0,,,0.0,,,,,,0.0,,,,,60.4599,,20.3456,20.0,,,,,,20.0,,,,,7.0218,,,,19.9955,0.0,,,,,,,2.651,,20.0,,,,,,,0.0,,19.2949,,,,,,,,0.0,,,,,0.0,,20.0,,0.0,0.0,,,,0.0,,,0.0,Kula,70.1327
293,03-05-KDP-08,Tap Water,4/5/2024 17:32,,-156.31471520470075,20.74783806306415,,,0.0,,,,,16.5787,0.0,,,,,,,,,0.0,,,,,1.6754,,20.7349,20.0,,,,,,20.0,,,,,,,,,19.7989,,,,,,,,,,20.0,,,,0.0,,,,,20.184,,,,,,,,,,,,,,,20.0,,,0.0,,,,0.0,,0.0,,Kula,1.6754
294,03-05-KDP-10,Tap Water,4/5/2024 17:32,,-156.31210192572422,20.75051587675756,,,0.0,,,,,7.6502,,,,0.0,,,,,,,,,,,1.7331,,20.3204,20.0,,,,,,20.0,,,,,,,,,19.4646,0.0,,,,,,,,,20.0,,,,0.0,,,,,19.7208,,,,,,,,,,,,,,,20.0,,,0.0,,,,0.0,,,,Kula,1.7331
295,03-05-KDP-12,Tap Water,4/5/2024 18:00,,-156.3462907508875,20.720081655886705,,,,,,,,15.5772,0.0,,,0.0,,,,,,,,,,,1.8314,,20.4034,20.0,,,,,,20.0,,,,,0.0,,,,19.939,0.0,,,,,,,0.0,,20.0,,,,,,,,,19.2497,,,,,,,,,,,,,0.0,,20.0,,,0.0,,,,,,0.0,,Kula,1.8314
296,4-11-24-JI-01,Tap Water,4/11/2024 9:36,,-156.68029368219956,20.892576106624297,,,0.0,,,,,31.8144,0.0,,,,,,,,,,,,0.0,,17.9315,,20.3596,20.0,,,,,,20.0,,,,,6.5972,,,,20.4742,0.0,,,,,,,5.6352,,20.0,,,,0.0,,,4.7779,,19.1504,,,,,,,,,,,,,,,20.0,,0.0,0.0,,,,0.0,,0.0,,Lahaina,34.9418
297,4-11-24-JI-02,Tap Water,4/11/2024 9:38,,-156.6834818142337,20.89503221132065,,,0.0,,,,,9.4019,0.0,,,0.0,,,,,,,,,0.0,,6.0674,,21.225,20.0,,,,,,20.0,,,,,0.0,,,,19.6325,0.0,,,,,,,0.0,,20.0,,,,0.0,,,0.0,,19.3176,,,,,0.0,,,,,,,,,,20.0,,0.0,,,,,0.0,,0.0,0.0,Lahaina,6.0674
298,4-11-24-JI-03,Tap Water,4/11/2024 9:39,,-156.6796570262193,20.89563061388245,,,0.0,,,,,15.8808,0.0,,,0.0,,,,,,,,,0.0,1.0666,7.6734,,20.7426,20.0,,,,,,20.0,,,,,0.0,,,,19.4459,0.0,,,,,,,0.0,,20.0,,,,0.0,,,5.8167,,19.6577,,,,,,,,,,,,,0.0,,20.0,,,0.0,,,,0.0,,0.0,,Lahaina,13.4901
299,4-11-24-JI-04,Tap Water,4/11/2024 9:40,,-156.67964242211096,20.89500165749876,,,0.0,,,,,17.2499,0.0,,,0.0,,,,,,,,,0.0,,7.6913,,19.999,20.0,,,,,,20.0,,,,,0.0,,,,19.6769,0.0,,,,,,,0.0,,20.0,,,,0.0,,,5.1164,,19.1076,,,,,,,,0.0,,,,,,,20.0,,0.0,,,,,0.0,,0.0,,Lahaina,12.8077
300,4-12-24-JI-01,Tap Water,4/12/2024,,,,,,0.0,,,,,9.6233,0.0,,,0.0,,,,,,0.0,,,,,8.8237,,19.6622,20.0,,,,,,20.0,,,,,4.4847,,,,19.9928,0.0,,,,,,,3.3518,,20.0,,,,0.0,,,0.0,,21.0056,,,,,,,,,,,,,,,20.0,,,,,,,0.0,,,,Outside of Boxes,16.6602
301,4-12-24-JI-02,Tap Water,4/12/2024,,,,,,,,,,,20.0739,0.0,,,0.0,,,,,,0.0,,,0.0,,16.918,,19.731,20.0,,,,,,20.0,,,,,8.9773,,,,19.4957,0.0,,,,0.0,,,6.0055,,20.0,,,,,,,0.0,,19.1061,,,,,,,,,,,,,,,20.0,,,,,,,0.0,0.0,,,Outside of Boxes,31.900799999999997
302,4-12-KDP-01,Tap Water,4/12/2024 9:22,,-156.32003913851253,20.785302971221945,,,0.0,,,,,21.0758,0.0,,,,,,,,,,,,,,14.2275,,20.0511,20.0,,,,,,20.0,,,,,2.7958,,,,19.6867,,,,,0.0,,,0.0,,20.0,,,,,,,0.0,,19.6686,,,,,,,,,,,,,,,20.0,,,,,,,,,0.0,,Kula,17.0233
303,4-12-KDP-03,Tap Water,4/12/2024 9:22,,-156.32331499321586,20.785800570288263,,,,,,,,18.5049,,,,,,,,,,,,,,,17.9389,,19.9415,20.0,,,,,,20.0,,,,,3.0213,,,,19.4185,,,,,,,,0.0,,20.0,,,,,,,0.0,,19.5669,,,,,,,,,,,,,0.0,,20.0,,,0.0,,,,0.0,,0.0,0.0,Kula,20.9602
304,4-12-KDP-05,Tap Water,4/12/2024 9:22,,-156.3265749162333,20.798777296016333,,,,,,,,25.3978,,,,0.0,,,,,,,,,,,25.2949,,20.0437,20.0,,,,,,20.0,,,,,3.4727,,,,19.9012,0.0,,,,,,,0.0,,20.0,,,,,,,0.0,,19.1709,,,,,,,,,,,,,,,20.0,,,,,,,,,,,Kula,28.767599999999998
305,04-15-KDP-01,Tap Water,4/15/2024 9:22,,-156.30721232982427,20.778332848162712,,,,,,,,8.3873,,,,,,,,,,,,,,,10.3614,,20.0764,20.0,,,,,,20.0,,,,,0.0,,,,19.5905,,,,,,,,,,20.0,,,,,,,,,19.6494,,,,,,,,,,,,,0.0,,20.0,,,0.0,,,,,,0.0,,Kula,10.3614
306,04-20-KDP-01,Tap Water,4/20/2024 17:15,,-156.2811947124893,20.81850825839082,,,0.0,,,,,11.5937,0.0,,,0.0,,,,,,,,,,,1.9657,,21.5085,20.0,,,,,,20.0,,,,,,,,,19.5921,0.0,,,,0.0,,,,,20.0,,,,,,,,,20.1955,,,,,,,,,,,,,,,20.0,,,,,,,0.0,,0.0,,Outside of Boxes,1.9657
307,04-21-KDP-01,Tap Water,4/21/2024 13:56,,-156.28826518897054,20.81913726603448,,,0.0,,,,,5.6921,0.0,,,0.0,,,,,,,,,,24.5011,2.6135,,19.6363,20.0,,,,,0.0,20.0,,,,,,,,,19.6891,,,,,0.0,,,,,20.0,,,,0.0,0.0,,,,19.2772,,,,,,,,,,,,,,,20.0,,,,,,,,,0.0,,Outside of Boxes,2.6135
