Original Index,Sample Date,Lab Sample ID,Analyte,Reporting Value,Result,coordinates,x,y
225,,,Bis(2ethylhexyl)phthalate,,,"[-156.672317636844, 20.8643787469375]",-156.672317636844,20.8643787469375
226,3/18/24,,,All SVOCs are U (not detected at or above the reporting limit)   ,,"[-156.672092390251, 20.8640685682576]",-156.672092390251,20.8640685682576
226,3/18/24,,,All VOCs are ND (Non-detect) ,,"[-156.672092390251, 20.8640685682576]",-156.672092390251,20.8640685682576
226,,,Bis(2ethylhexyl)phthalate,,,"[-156.672092390251, 20.8640685682576]",-156.672092390251,20.8640685682576
227,3/18/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.672624509153, 20.8645951723233]",-156.672624509153,20.8645951723233
227,3/18/24,,,All VOCs are ND (Non-detect) ,,"[-156.672624509153, 20.8645951723233]",-156.672624509153,20.8645951723233
227,,,Bis(2ethylhexyl)phthalate,,,"[-156.672624509153, 20.8645951723233]",-156.672624509153,20.8645951723233
228,3/18/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.673860602083, 20.8662642681414]",-156.673860602083,20.8662642681414
228,3/18/24,,,All VOCs are ND (Non-detect) ,,"[-156.673860602083, 20.8662642681414]",-156.673860602083,20.8662642681414
228,,,Bis(2ethylhexyl)phthalate,,,"[-156.673860602083, 20.8662642681414]",-156.673860602083,20.8662642681414
229,3/18/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.671715650878, 20.8637850957078]",-156.671715650878,20.8637850957078
229,3/18/24,,,All VOCs are U (not detected at or above the reporting limit)  ,,"[-156.671715650878, 20.8637850957078]",-156.671715650878,20.8637850957078
229,,,Bis(2ethylhexyl)phthalate,,,"[-156.671715650878, 20.8637850957078]",-156.671715650878,20.8637850957078
230,3/18/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.671681852982, 20.8637175256615]",-156.671681852982,20.8637175256615
230,,,Bis(2ethylhexyl)phthalate,,,"[-156.671681852982, 20.8637175256615]",-156.671681852982,20.8637175256615
231,3/18/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.671624475417, 20.8635280354293]",-156.671624475417,20.8635280354293
231,3/18/24,,Toluene,,2.9,"[-156.671624475417, 20.8635280354293]",-156.671624475417,20.8635280354293
232,3/18/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.671435836266, 20.8633297313763]",-156.671435836266,20.8633297313763
232,,,Bis(2ethylhexyl)phthalate,,,"[-156.671435836266, 20.8633297313763]",-156.671435836266,20.8633297313763
233,3/18/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.671328155004, 20.8632305793282]",-156.671328155004,20.8632305793282
233,3/18/24,,,All VOCs are ND (Non-detect) ,,"[-156.671328155004, 20.8632305793282]",-156.671328155004,20.8632305793282
233,,,Bis(2ethylhexyl)phthalate,,,"[-156.671328155004, 20.8632305793282]",-156.671328155004,20.8632305793282
234,3/18/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.6712416951, 20.8631373027055]",-156.6712416951,20.8631373027055
234,3/18/24,,Dichloromethane,,0.26,"[-156.6712416951, 20.8631373027055]",-156.6712416951,20.8631373027055
235,3/19/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.671220473741, 20.8632180934943]",-156.671220473741,20.8632180934943
235,3/19/24,,Toluene,,9.9,"[-156.671220473741, 20.8632180934943]",-156.671220473741,20.8632180934943
236,3/19/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.671134800214, 20.8630095065621]",-156.671134800214,20.8630095065621
236,03/19/24,,,All VOCs are ND (Non-detect) ,,"[-156.671134800214, 20.8630095065621]",-156.671134800214,20.8630095065621
236,,,Bis(2ethylhexyl)phthalate,,,"[-156.671134800214, 20.8630095065621]",-156.671134800214,20.8630095065621
237,3/19/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.671021616854, 20.8629955517634]",-156.671021616854,20.8629955517634
237,03/19/24,,,All VOCs are ND (Non-detect) ,,"[-156.671021616854, 20.8629955517634]",-156.671021616854,20.8629955517634
237,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.671021616854, 20.8629955517634]",-156.671021616854,20.8629955517634
237,,,Bis(2ethylhexyl)phthalate,,,"[-156.671021616854, 20.8629955517634]",-156.671021616854,20.8629955517634
238,3/19/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.670825118032, 20.8626775297381]",-156.670825118032,20.8626775297381
238,03/19/24,,,All VOCs are ND (Non-detect) ,,"[-156.670825118032, 20.8626775297381]",-156.670825118032,20.8626775297381
238,,,Bis(2ethylhexyl)phthalate,,,"[-156.670825118032, 20.8626775297381]",-156.670825118032,20.8626775297381
239,3/19/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.670676564678, 20.8626239138755]",-156.670676564678,20.8626239138755
239,03/19/24,,,All VOCs are ND (Non-detect)  ,,"[-156.670676564678, 20.8626239138755]",-156.670676564678,20.8626239138755
239,,,Bis(2ethylhexyl)phthalate,,,"[-156.670676564678, 20.8626239138755]",-156.670676564678,20.8626239138755
240,3/19/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.670863022651, 20.8627247741061]",-156.670863022651,20.8627247741061
241,3/19/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.67006921226, 20.8618268661242]",-156.67006921226,20.8618268661242
241,03/19/24,,,All VOCs are ND (Non-detect) ,,"[-156.67006921226, 20.8618268661242]",-156.67006921226,20.8618268661242
241,,,Bis(2ethylhexyl)phthalate,,,"[-156.67006921226, 20.8618268661242]",-156.67006921226,20.8618268661242
243,3/21/24,,,All VOCs are ND (Non-detect) ,,"[-156.670830832071, 20.8634102288807]",-156.670830832071,20.8634102288807
243,3/21/24,,,All VOCs are ND (Non-detect) ,,"[-156.670830832071, 20.8634102288807]",-156.670830832071,20.8634102288807
243,,,Bis(2ethylhexyl)phthalate,,,"[-156.670830832071, 20.8634102288807]",-156.670830832071,20.8634102288807
244,3/21/24,,,All VOCs are ND (Non-detect) ,,"[-156.674496744397, 20.8671591125268]",-156.674496744397,20.8671591125268
244,3/21/24,,,All VOCs are ND (Non-detect) ,,"[-156.674496744397, 20.8671591125268]",-156.674496744397,20.8671591125268
244,,,Bis(2ethylhexyl)phthalate,,,"[-156.674496744397, 20.8671591125268]",-156.674496744397,20.8671591125268
245,3/21/24,,,All VOCs are ND (Non-detect) ,,"[-156.674164816522, 20.8667101416998]",-156.674164816522,20.8667101416998
245,3/21/24,,,All VOCs are ND (Non-detect) ,,"[-156.674164816522, 20.8667101416998]",-156.674164816522,20.8667101416998
245,,,Bis(2ethylhexyl)phthalate,,,"[-156.674164816522, 20.8667101416998]",-156.674164816522,20.8667101416998
246,3/22/24,,Toluene,,8.7,"[-156.671961293791, 20.8639063456305]",-156.671961293791,20.8639063456305
246,3/22/2024,,Toluene,,8.7,"[-156.671961293791, 20.8639063456305]",-156.671961293791,20.8639063456305
247,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672580241895, 20.8646679781067]",-156.672580241895,20.8646679781067
247,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672580241895, 20.8646679781067]",-156.672580241895,20.8646679781067
247,,,Bis(2ethylhexyl)phthalate,,,"[-156.672580241895, 20.8646679781067]",-156.672580241895,20.8646679781067
248,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672546547279, 20.8646557907674]",-156.672546547279,20.8646557907674
248,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672546547279, 20.8646557907674]",-156.672546547279,20.8646557907674
248,,,Bis(2ethylhexyl)phthalate,,,"[-156.672546547279, 20.8646557907674]",-156.672546547279,20.8646557907674
249,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672035786695, 20.8657347387366]",-156.672035786695,20.8657347387366
249,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672035786695, 20.8657347387366]",-156.672035786695,20.8657347387366
249,,,Bis(2ethylhexyl)phthalate,,,"[-156.672035786695, 20.8657347387366]",-156.672035786695,20.8657347387366
250,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672009455854, 20.8657387781699]",-156.672009455854,20.8657387781699
250,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672009455854, 20.8657387781699]",-156.672009455854,20.8657387781699
250,,,Bis(2ethylhexyl)phthalate,,,"[-156.672009455854, 20.8657387781699]",-156.672009455854,20.8657387781699
251,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672598244145, 20.8653931542207]",-156.672598244145,20.8653931542207
251,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672598244145, 20.8653931542207]",-156.672598244145,20.8653931542207
251,,,Bis(2ethylhexyl)phthalate,,,"[-156.672598244145, 20.8653931542207]",-156.672598244145,20.8653931542207
252,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672985305725, 20.8650566579946]",-156.672985305725,20.8650566579946
252,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672985305725, 20.8650566579946]",-156.672985305725,20.8650566579946
252,,,Bis(2ethylhexyl)phthalate,,,"[-156.672985305725, 20.8650566579946]",-156.672985305725,20.8650566579946
253,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672277047762, 20.8642290877246]",-156.672277047762,20.8642290877246
253,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672277047762, 20.8642290877246]",-156.672277047762,20.8642290877246
253,,,Bis(2ethylhexyl)phthalate,,,"[-156.672277047762, 20.8642290877246]",-156.672277047762,20.8642290877246
254,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672272863584, 20.8642282350658]",-156.672272863584,20.8642282350658
254,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.672272863584, 20.8642282350658]",-156.672272863584,20.8642282350658
254,,,Bis(2ethylhexyl)phthalate,,,"[-156.672272863584, 20.8642282350658]",-156.672272863584,20.8642282350658
255,3/23/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.669824431513, 20.8616424843099]",-156.669824431513,20.8616424843099
255,3/28/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.669824431513, 20.8616424843099]",-156.669824431513,20.8616424843099
255,3/23/24,,,All VOCs are ND (Non-detect) ,,"[-156.669824431513, 20.8616424843099]",-156.669824431513,20.8616424843099
255,03/30/24,,,All VOCs are ND (Non-detect) ,,"[-156.669824431513, 20.8616424843099]",-156.669824431513,20.8616424843099
255,,,Bis(2ethylhexyl)phthalate,,,"[-156.669824431513, 20.8616424843099]",-156.669824431513,20.8616424843099
255,,,Bis(2ethylhexyl)phthalate,,,"[-156.669824431513, 20.8616424843099]",-156.669824431513,20.8616424843099
256,3/25/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.673220927883, 20.8685788579278]",-156.673220927883,20.8685788579278
256,3/25/2024,,,All VOCs are ND (Non-detect)  ,,"[-156.673220927883, 20.8685788579278]",-156.673220927883,20.8685788579278
256,,,Bis(2ethylhexyl)phthalate,,,"[-156.673220927883, 20.8685788579278]",-156.673220927883,20.8685788579278
257,3/25/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.674518056456, 20.8681867827553]",-156.674518056456,20.8681867827553
257,,,Bis(2ethylhexyl)phthalate,,,"[-156.674518056456, 20.8681867827553]",-156.674518056456,20.8681867827553
258,3/25/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.674095727588, 20.8671012439078]",-156.674095727588,20.8671012439078
258,3/25/2024,,,All VOCs are ND (Non-detect)  ,,"[-156.674095727588, 20.8671012439078]",-156.674095727588,20.8671012439078
258,,,Bis(2ethylhexyl)phthalate,,,"[-156.674095727588, 20.8671012439078]",-156.674095727588,20.8671012439078
259,3/25/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.674018572795, 20.8682111161962]",-156.674018572795,20.8682111161962
259,3/25/2024,,,All VOCs are ND (Non-detect)  ,,"[-156.674018572795, 20.8682111161962]",-156.674018572795,20.8682111161962
259,,,Bis(2ethylhexyl)phthalate,,,"[-156.674018572795, 20.8682111161962]",-156.674018572795,20.8682111161962
260,3/25/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.6740217303, 20.8682036139303]",-156.6740217303,20.8682036139303
260,3/25/2024,,,All VOCs are ND (Non-detect)  ,,"[-156.6740217303, 20.8682036139303]",-156.6740217303,20.8682036139303
260,,,Bis(2ethylhexyl)phthalate,,,"[-156.6740217303, 20.8682036139303]",-156.6740217303,20.8682036139303
261,3/25/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.674080502427, 20.867107197462]",-156.674080502427,20.867107197462
261,3/25/2024,,,All VOCs are ND (Non-detect)  ,,"[-156.674080502427, 20.867107197462]",-156.674080502427,20.867107197462
261,,,Bis(2ethylhexyl)phthalate,,,"[-156.674080502427, 20.867107197462]",-156.674080502427,20.867107197462
262,3/25/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.675153018738, 20.8678495070966]",-156.675153018738,20.8678495070966
262,3/25/2024,,,All VOCs are ND (Non-detect)  ,,"[-156.675153018738, 20.8678495070966]",-156.675153018738,20.8678495070966
262,,,Bis(2ethylhexyl)phthalate,,,"[-156.675153018738, 20.8678495070966]",-156.675153018738,20.8678495070966
263,3/25/2024,,,All SVOCs are U (not detected at or above the reporting limit)   ,,"[-156.673680309101, 20.8673396875395]",-156.673680309101,20.8673396875395
263,3/25/2024,,,All VOCs are ND (Non-detect)  ,,"[-156.673680309101, 20.8673396875395]",-156.673680309101,20.8673396875395
263,,,Bis(2ethylhexyl)phthalate,,,"[-156.673680309101, 20.8673396875395]",-156.673680309101,20.8673396875395
264,3/25/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.673838524633, 20.8672784115742]",-156.673838524633,20.8672784115742
264,3/25/2024,,,All VOCs are ND (Non-detect)  ,,"[-156.673838524633, 20.8672784115742]",-156.673838524633,20.8672784115742
264,,,Bis(2ethylhexyl)phthalate,,,"[-156.673838524633, 20.8672784115742]",-156.673838524633,20.8672784115742
265,3/25/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.673788892903, 20.8672105256253]",-156.673788892903,20.8672105256253
265,3/25/2024,,,All VOCs are ND (Non-detect)  ,,"[-156.673788892903, 20.8672105256253]",-156.673788892903,20.8672105256253
265,,,Bis(2ethylhexyl)phthalate,,,"[-156.673788892903, 20.8672105256253]",-156.673788892903,20.8672105256253
266,3/25/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.674110377284, 20.8671601620119]",-156.674110377284,20.8671601620119
266,3/25/2024,,,All VOCs are ND (Non-detect)  ,,"[-156.674110377284, 20.8671601620119]",-156.674110377284,20.8671601620119
266,,,Bis(2ethylhexyl)phthalate,,,"[-156.674110377284, 20.8671601620119]",-156.674110377284,20.8671601620119
267,3/28/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.672941323446, 20.8686896112332]",-156.672941323446,20.8686896112332
267,03/28/24,,,All VOCs are ND (Non-detect) ,,"[-156.672941323446, 20.8686896112332]",-156.672941323446,20.8686896112332
267,,,Bis(2ethylhexyl)phthalate,,,"[-156.672941323446, 20.8686896112332]",-156.672941323446,20.8686896112332
268,3/28/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.673307494452, 20.8683917402074]",-156.673307494452,20.8683917402074
268,03/28/24,,,All VOCs are ND (Non-detect) ,,"[-156.673307494452, 20.8683917402074]",-156.673307494452,20.8683917402074
268,,,Bis(2ethylhexyl)phthalate,,,"[-156.673307494452, 20.8683917402074]",-156.673307494452,20.8683917402074
269,3/28/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.673321396926, 20.8683824030475]",-156.673321396926,20.8683824030475
269,03/28/24,,,All VOCs are ND (Non-detect) ,,"[-156.673321396926, 20.8683824030475]",-156.673321396926,20.8683824030475
269,,,Bis(2ethylhexyl)phthalate,,,"[-156.673321396926, 20.8683824030475]",-156.673321396926,20.8683824030475
270,3/28/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.674416910458, 20.8681077819559]",-156.674416910458,20.8681077819559
270,03/28/24,,,All VOCs are ND (Non-detect) ,,"[-156.674416910458, 20.8681077819559]",-156.674416910458,20.8681077819559
270,,,Bis(2ethylhexyl)phthalate,,,"[-156.674416910458, 20.8681077819559]",-156.674416910458,20.8681077819559
271,3/28/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.672719111747, 20.8685944689059]",-156.672719111747,20.8685944689059
271,03/28/24,,,All VOCs are ND (Non-detect)   ,,"[-156.672719111747, 20.8685944689059]",-156.672719111747,20.8685944689059
271,,,Bis(2ethylhexyl)phthalate,,,"[-156.672719111747, 20.8685944689059]",-156.672719111747,20.8685944689059
272,3/28/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.67290903276, 20.865081563549]",-156.67290903276,20.865081563549
272,03/28/24,,,All VOCs are ND (Non-detect)  ,,"[-156.67290903276, 20.865081563549]",-156.67290903276,20.865081563549
272,,,Bis(2ethylhexyl)phthalate,,,"[-156.67290903276, 20.865081563549]",-156.67290903276,20.865081563549
273,3/28/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.671570357504, 20.8635975543275]",-156.671570357504,20.8635975543275
273,03/28/24,,,All VOCs are ND (Non-detect) ,,"[-156.671570357504, 20.8635975543275]",-156.671570357504,20.8635975543275
273,,,Bis(2ethylhexyl)phthalate,,,"[-156.671570357504, 20.8635975543275]",-156.671570357504,20.8635975543275
274,3/28/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.671203319418, 20.8632414530078]",-156.671203319418,20.8632414530078
274,03/28/24,,,All VOCs are ND (Non-detect) ,,"[-156.671203319418, 20.8632414530078]",-156.671203319418,20.8632414530078
274,,,Bis(2ethylhexyl)phthalate,,,"[-156.671203319418, 20.8632414530078]",-156.671203319418,20.8632414530078
275,2/21/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.671199297271, 20.8632350849673]",-156.671199297271,20.8632350849673
275,03/28/24,,,All VOCs are ND (Non-detect) ,,"[-156.671199297271, 20.8632350849673]",-156.671199297271,20.8632350849673
275,,,Bis(2ethylhexyl)phthalate,,,"[-156.671199297271, 20.8632350849673]",-156.671199297271,20.8632350849673
276,3/28/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.670248710882, 20.8620982494033]",-156.670248710882,20.8620982494033
276,03/28/24,,,All VOCs are ND (Non-detect) ,,"[-156.670248710882, 20.8620982494033]",-156.670248710882,20.8620982494033
276,,,Bis(2ethylhexyl)phthalate,,,"[-156.670248710882, 20.8620982494033]",-156.670248710882,20.8620982494033
277,3/28/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.66893147824, 20.8612070513786]",-156.66893147824,20.8612070513786
277,03/28/24,,Toluene,,24.0,"[-156.66893147824, 20.8612070513786]",-156.66893147824,20.8612070513786
278,3/28/2024,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.674764248744, 20.867625060055]",-156.674764248744,20.867625060055
278,03/28/24,,,All VOCs are ND (Non-detect) ,,"[-156.674764248744, 20.867625060055]",-156.674764248744,20.867625060055
278,,,Bis(2ethylhexyl)phthalate,,,"[-156.674764248744, 20.867625060055]",-156.674764248744,20.867625060055
279,3/28/2024,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.674709441679, 20.867433908954]",-156.674709441679,20.867433908954
279,03/28/24,,,All VOCs are ND (Non-detect) ,,"[-156.674709441679, 20.867433908954]",-156.674709441679,20.867433908954
279,,,Bis(2ethylhexyl)phthalate,,,"[-156.674709441679, 20.867433908954]",-156.674709441679,20.867433908954
280,3/28/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.673631912282, 20.8672897433896]",-156.673631912282,20.8672897433896
280,03/28/24,,Dichloromethane,,0.26,"[-156.673631912282, 20.8672897433896]",-156.673631912282,20.8672897433896
280,,,Bis(2ethylhexyl)phthalate,,,"[-156.673631912282, 20.8672897433896]",-156.673631912282,20.8672897433896
281,3/28/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.674152934983, 20.866567129128]",-156.674152934983,20.866567129128
281,03/28/24,,Dichloromethane,,0.25,"[-156.674152934983, 20.866567129128]",-156.674152934983,20.866567129128
282,3/28/2024,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.673983827177, 20.8663014595966]",-156.673983827177,20.8663014595966
282,03/28/24,,,All VOCs are ND (Non-detect) ,,"[-156.673983827177, 20.8663014595966]",-156.673983827177,20.8663014595966
282,,,Bis(2ethylhexyl)phthalate,,,"[-156.673983827177, 20.8663014595966]",-156.673983827177,20.8663014595966
283,3/28/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.673684497638, 20.8660565070738]",-156.673684497638,20.8660565070738
283,03/28/24,,,All VOCs are ND (Non-detect)   ,,"[-156.673684497638, 20.8660565070738]",-156.673684497638,20.8660565070738
283,,,Bis(2ethylhexyl)phthalate,,,"[-156.673684497638, 20.8660565070738]",-156.673684497638,20.8660565070738
284,3/28/2024,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.673507271132, 20.8656751623223]",-156.673507271132,20.8656751623223
284,03/28/24,,Toluene,,0.63,"[-156.673507271132, 20.8656751623223]",-156.673507271132,20.8656751623223
285,3/28/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.673366344614, 20.8655300276709]",-156.673366344614,20.8655300276709
285,03/28/24,,,All VOCs are ND (Non-detect) ,,"[-156.673366344614, 20.8655300276709]",-156.673366344614,20.8655300276709
285,,,Bis(2ethylhexyl)phthalate,,,"[-156.673366344614, 20.8655300276709]",-156.673366344614,20.8655300276709
286,3/28/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.673372380157, 20.865528978668]",-156.673372380157,20.865528978668
286,03/28/24,,,All VOCs are ND (Non-detect) ,,"[-156.673372380157, 20.865528978668]",-156.673372380157,20.865528978668
286,,,Bis(2ethylhexyl)phthalate,,,"[-156.673372380157, 20.865528978668]",-156.673372380157,20.865528978668
287,3/28/2024,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.6685126044, 20.8615296448636]",-156.6685126044,20.8615296448636
287,03/30/24,,Toluene,,0.43,"[-156.6685126044, 20.8615296448636]",-156.6685126044,20.8615296448636
288,3/28/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.668910558296, 20.8612226774355]",-156.668910558296,20.8612226774355
288,03/30/24,,,All VOCs are ND (Non-detect)  ,,"[-156.668910558296, 20.8612226774355]",-156.668910558296,20.8612226774355
288,,,Bis(2ethylhexyl)phthalate,,,"[-156.668910558296, 20.8612226774355]",-156.668910558296,20.8612226774355
289,3/28/2024,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.674302415, 20.8682437942541]",-156.674302415,20.8682437942541
289,03/30/24,,,All VOCs are ND (Non-detect) ,,"[-156.674302415, 20.8682437942541]",-156.674302415,20.8682437942541
289,,,Bis(2ethylhexyl)phthalate,,,"[-156.674302415, 20.8682437942541]",-156.674302415,20.8682437942541
290,3/28/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.670776903617, 20.8632594434246]",-156.670776903617,20.8632594434246
290,03/30/24,,,All VOCs are ND (Non-detect) ,,"[-156.670776903617, 20.8632594434246]",-156.670776903617,20.8632594434246
290,,,Bis(2ethylhexyl)phthalate,,,"[-156.670776903617, 20.8632594434246]",-156.670776903617,20.8632594434246
291,3/28/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.672803104155, 20.8649784570554]",-156.672803104155,20.8649784570554
291,03/30/24,,Benzene,,1.2,"[-156.672803104155, 20.8649784570554]",-156.672803104155,20.8649784570554
291,03/30/24,,Toluene,,0.27,"[-156.672803104155, 20.8649784570554]",-156.672803104155,20.8649784570554
292,4/1/24,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.683163536782, 20.8984230906835]",-156.683163536782,20.8984230906835
293,4/1/24,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.68317858184, 20.8980838091241]",-156.68317858184,20.8980838091241
293,04/01/24,,,All VOCs are ND (Non-detect)  ,,"[-156.68317858184, 20.8980838091241]",-156.68317858184,20.8980838091241
294,4/1/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.683201103407, 20.8972672568902]",-156.683201103407,20.8972672568902
294,04/01/24,,,All VOCs are ND (Non-detect) ,,"[-156.683201103407, 20.8972672568902]",-156.683201103407,20.8972672568902
295,4/1/24,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.683197527101, 20.8972213176073]",-156.683197527101,20.8972213176073
295,04/01/24,,,All VOCs are ND (Non-detect)  ,,"[-156.683197527101, 20.8972213176073]",-156.683197527101,20.8972213176073
296,4/1/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.683385024477, 20.8970917357392]",-156.683385024477,20.8970917357392
296,04/01/24,,,All VOCs are ND (Non-detect),,"[-156.683385024477, 20.8970917357392]",-156.683385024477,20.8970917357392
297,4/1/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.683113911577, 20.8967469362145]",-156.683113911577,20.8967469362145
297,04/01/24,,Toluene,,0.46,"[-156.683113911577, 20.8967469362145]",-156.683113911577,20.8967469362145
298,4/1/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.683094242098, 20.8966951102728]",-156.683094242098,20.8966951102728
298,04/01/24,,,All VOCs are ND (Non-detect),,"[-156.683094242098, 20.8966951102728]",-156.683094242098,20.8966951102728
299,4/1/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.68287233429, 20.8958139175362]",-156.68287233429,20.8958139175362
299,04/01/24,,,All VOCs are ND (Non-detect)  ,,"[-156.68287233429, 20.8958139175362]",-156.68287233429,20.8958139175362
300,4/1/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.682821224873, 20.894780623205]",-156.682821224873,20.894780623205
300,04/01/24,,,All VOCs are ND (Non-detect),,"[-156.682821224873, 20.894780623205]",-156.682821224873,20.894780623205
301,4/1/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.683171695202, 20.8980269324772]",-156.683171695202,20.8980269324772
301,04/01/24,,,All VOCs are ND (Non-detect)  ,,"[-156.683171695202, 20.8980269324772]",-156.683171695202,20.8980269324772
302,4/1/24,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.68312341544, 20.8992990039884]",-156.68312341544,20.8992990039884
302,04/01/24,,,All VOCs are ND (Non-detect)  ,,"[-156.68312341544, 20.8992990039884]",-156.68312341544,20.8992990039884
303,4/1/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.683130313315, 20.8992529067013]",-156.683130313315,20.8992529067013
303,04/01/24,,,All VOCs are ND (Non-detect),,"[-156.683130313315, 20.8992529067013]",-156.683130313315,20.8992529067013
304,4/1/24,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.683157124148, 20.8988768906121]",-156.683157124148,20.8988768906121
304,04/01/24,,,All VOCs are ND (Non-detect),,"[-156.683157124148, 20.8988768906121]",-156.683157124148,20.8988768906121
305,4/1/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.68337558312, 20.8978673591763]",-156.68337558312,20.8978673591763
305,04/01/24,,,All VOCs are ND (Non-detect) ,,"[-156.68337558312, 20.8978673591763]",-156.68337558312,20.8978673591763
306,4/4/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.68454822542, 20.8989562976087]",-156.68454822542,20.8989562976087
