,Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",Total trihalomethanes (TTHMs)
443,3-20-24-CES-10,Tap Water Filtered,3/20/2024 22:15:28,,-156.68572908464964,20.88453975375864,,,,,,,,26.9697,,,,,,,,,,,,,,,5.7252,,,,,,,,,,,6.1817,,,,,,,,,,,4.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5689
444,3-20-24-JI-01,Tap Water,3/20/2024 16:21:40,,-156.68324035773173,20.881829719319462,,,,,,,,28.274,,,,,,,,,,,,,,,6.9262,,,,,,,,,,,6.4527,,,,,,,,,,,5.1477,,,,,,,,1.1222,,,,,,,,,,,,,,,,,,,,,,,,,,19.6488
445,3-20-24-JI-12,Tap Water Filtered,3/20/2024 15:15:08,,-156.68188501451755,20.880835049372767,,,,,,,,48.1136,,,,,,,,,,,,,,,12.1741,,,,,,,,,,,9.613,,,,,,,,,,,7.1565,,,,,,,,1.2082,,,,,,,,,,,,,,,,,,,,,,,,,,30.151799999999998
446,3-20-24-JI-13,Tap Water,3/20/2024 15:03:56,,-156.6846300124524,20.880749962944893,,,,,,,,14.5428,,,,,,,,,,,,,,,7.4625,,,,,,,,,,,6.8752,,,,,,,,,,,5.2489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5866
447,3-20-24-JI-15,Tap Water,3/20/2024 15:01:47,,-156.68200281222403,20.881701177549665,,,,,,,,13.4308,,,,,,,,,,,,,,,11.38,,,,,,,,,,,9.174,,,,,,,,,,,6.881,,,,,,,,2.0313,,,,,,,,,,,,,,,,,,,,,,,,,,29.466300000000004
448,3-20-24-JI-16,Tap Water Filtered,3/20/2024 14:57:47,,-156.6824144928801,20.881624719281337,,,,,,,,14.5294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
449,3-20-24-JI-17,Tap Water,3/20/2024 15:00:00,,-156.68514375053084,20.881551478732955,,,,,,,,13.5932,,,,,,,,,,,,,,,6.543,,,,,,,,,,,6.3845,,,,,,,,,,,4.8734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8009
450,03-29-KDP-01,Tap Water,3/29/2024 13:12:56,,-156.3500846632397,20.706830825133483,,,,,,,,9.725,,,,,,,,,,,,,,,3.0877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0877
451,03-29-KDP-02,Tap Water Filtered,3/29/2024 13:14:16,,-156.3499783456485,20.703763804312327,,,,,,,,8.8905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
452,03-29-KDP-03,Tap Water,3/29/2024 13:15:40,,-156.35352348751064,20.707132260999177,,,,,,,,14.5938,,,,,,,,,,,,,,1.3787,4.3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3261
453,03-29-KDP-04,Tap Water,3/29/2024 13:35:09,,-156.34867620526188,20.706490561111295,,,,,,,,9.1735,,,,,,,,,,,,,,,1.8535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8535
454,03-29-KDP-05,Tap Water Filtered,3/29/2024 13:36:48,,-156.35136511699386,20.70614829634468,,,,,,,,9.5412,,,,,,,,,,,,,,,1.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0588
455,03-29-KDP-06,Tap Water,3/29/2024 14:19:16,,-156.3383724890998,20.71825568209154,,,,,,,,13.413,,,,,,,,,,,,,,,2.5214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5214
456,03-29-KDP-07,Tap Water Filtered,3/29/2024 14:20:13,,-156.33801573474406,20.721146587485112,,,,,,,,4.0988,,,,,,,,,,,,,,,2.3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3208
457,03-29-KDP-08,Tap Water,3/29/2024 14:28:33,,-156.33760090314328,20.727254641383304,,,,,,,,8.5205,,,,,,,,,,,,,,1.4956,1.7981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7981
458,03-29-KDP-09,Tap Water,3/29/2024 15:09:05,,-156.3377468903483,20.72404954898818,,,,,,,,8.5803,,,,,,,,,,,,,,,1.7401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7401
459,03-29-KDP-10,Tap Water Filtered,3/29/2024 15:10:38,,-156.34100464898265,20.72402061474233,,,,,,,,12.2044,,,,,,,,,,,,,,,1.7623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7623
460,03-29-KDP-11,Tap Water,3/29/2024 15:32:56,,-156.3514143672672,20.70898636894454,,,,,,,,9.1354,,,,,,,,,,,,,,,1.8547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8547
461,03-29-KDP-12,Tap Water Filtered,3/29/2024 15:34:04,,-156.35081417305267,20.709287142844232,,,,,,,,6.0442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
462,03-05-KDP-01,Tap Water,04/05/2024 15:36:01,,-156.3078259040537,20.76957657320921,,,,,,,,11.5514,,,,,,,,,,,,,,,1.7808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7808
463,03-05-KDP-02,Tap Water Filtered,04/05/2024 15:36:06,,-156.30477741385346,20.77274226466041,,,,,,,,8.5434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
464,03-05-KDP-03,Tap Water,04/05/2024 15:53:00,,-156.3377749180373,20.782709633911924,,,,,,,,13.901,,,,,,,,,,,,,,,60.4599,,,,,,,,,,,7.0218,,,,,,,,,,,2.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.1327
465,03-05-KDP-05,Tap Water ,04/05/2024 16:44:00,,-156.37936626206837,20.69373292704653,,,,,,,,7.6763,,,,,,,,,,,,,,,1.7993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7993
466,03-05-KDP-06,Tap Water Filtered,04/05/2024 16:44:00,,-156.3790380898444,20.69393870363223,,,,,,,,14.8027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
467,03-05-KDP-07,Tap Water Filtered ,04/05/2024 16:44:00,,-156.37669376075547,20.69053233134911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
468,03-05-KDP-08,Tap Water,04/05/2024 17:32:00,,-156.31540880888917,20.75082882558993,,,,,,,,16.5787,,,,,,,,,,,,,,,1.6754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6754
469,03-05-KDP-09,Tap Water Filtered,04/05/2024 17:32:00,,-156.3149225335194,20.747872593339945,,,,,,,,18.265,,,,,,,,,,,,,,,2.4759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4759
470,03-05-KDP-10,Tap Water,04/05/2024 17:32:00,,-156.31462338969706,20.75066892169283,,,,,,,,7.6502,,,,,,,,,,,,,,,1.7331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7331
471,03-05-KDP-11,Tap Water Filtered,04/05/2024 17:32:00,,-156.31500568264468,20.74783107970984,,,,,,,,13.3102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
472,03-05-KDP-12,Tap Water,04/05/2024 18:00:00,,-156.3425690426994,20.720041520855965,,,,,,,,15.5772,,,,,,,,,,,,,,,1.8314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8314
473,03-05-KDP-13,Tap Water Filtered,04/05/2024 18:00:00,,-156.34627975481035,20.72280162063533,,,,,,,,13.1837,,,,,,,,,,,,,,,1.9498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9498
474,4-11-24-JI-01,Tap Water,4/11/2024 9:36:06,,-156.68289518725695,20.892866378321077,,,,,,,,31.8144,,,,,,,,,,,,,,,17.9315,,,,,,,,,,,6.5972,,,,,,,,,,,5.6352,,,,,,,,4.7779,,,,,,,,,,,,,,,,,,,,,,,,,,34.9418
475,4-11-24-JI-02,Tap Water,4/11/2024 9:38:09,,-156.67978086260334,20.892082894843792,,,,,,,,9.4019,,,,,,,,,,,,,,,6.0674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0674
476,4-11-24-JI-03,Tap Water,4/11/2024 9:39:43,,-156.68348443756778,20.895003767004972,,,,,,,,15.8808,,,,,,,,,,,,,,1.0666,7.6734,,,,,,,,,6.1698,,,,,,,,,,,,,,,,,,,,,5.8167,,,,,,,,,,,,,,,,,,,,,,,,,,13.4901
477,4-11-24-JI-04,Tap Water,4/11/2024 9:40:43,,-156.68287657727177,20.895736799478776,,,,,,,,17.2499,,,,,,,,,,,,,,,7.6913,,,,,,,,,5.3198,,,,,,,,,,,,,,,,,,,,,5.1164,,,,,,,,,,,,,,,,,,,,,,,,,,12.8077
478,4-12-24-JI-01,Tap Water,04/12/2024,,,,,,,,,,,9.6233,,,,,,,,,,,,,,,8.8237,,,,,,,,,,,4.4847,,,,,,,,,,,3.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6602
479,4-12-24-JI-02,Tap Water,04/12/2024,,,,,,,,,,,20.0739,,,,,,,,,,,,,,,16.918,,,,,,,,,,,8.9773,,,,,,,,,,,6.0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.900799999999997
480,4-12-KDP-01,Tap Water,04/12/2024 9:22:30,,-156.31645906486062,20.78249964026265,,,,,,,,21.0758,,,,,,,,,,,,,,,14.2275,,,,,,,,,,,2.7958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0233
481,4-12-KDP-02,Tap Water Filtered,04/12/2024 9:22:30,,-156.3193389692586,20.785702493360397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
482,4-12-KDP-03,Tap Water,04/12/2024 9:22:30,,-156.32647778253843,20.788450694715586,,,,,,,,18.5049,,,,,,,,,,,,,,,17.9389,,,,,,,,,,,3.0213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9602
483,4-12-KDP-04,Tap Water Filtered,04/12/2024 9:22:30,,-156.32421849514148,20.78888115642722,,,,,,,,14.4722,,,,,,,,,,,,,,,3.1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1183
484,4-12-KDP-05,Tap Water,04/12/2024 9:22:30,,-156.3257804731017,20.7990624289945,,,,,,,,25.3978,,,,,,,,,,,,,,,25.2949,,,,,,,,,,,3.4727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.767599999999998
485,04-15-KDP-01,Tap Water,04/15/2024 9:22:30,,-156.3072588377075,20.77582823151118,,,,,,,,8.3873,,,,,,,,,,,,,,,10.3614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3614
486,04-15-KDP-02,Tap Water Filtered,04/15/2024 9:23:40,,-156.30987835033542,20.775665041260748,,,,,,,,9.3459,,,,,,,,,,,,,,,10.8593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8593
487,04-15-KDP-03,Tap Water Filtered,04/15/2024 9:24:11,,-156.30994947307695,20.775147207313744,,,,,,,,4.5412,,,,,,,,,,,,,,,6.8759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8759
488,04-20-KDP-01,Tap Water,4/20/2024 17:15:01,,-156.2842179429443,20.81593241576486,,,,,,,,11.5937,,,,,,,,,,,,,,,1.9657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9657
489,04-20-KDP-02,Tap Water Filtered,4/20/2024 17:15:01,,-156.28140591004603,20.81849997311845,,,,,,,,9.5979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
490,04-20-KDP-03,Tap Water Filtered,4/20/2024 17:15:01,,-156.28109649753387,20.81552979366896,,,,,,,,4.4948,,,,,,,,,,,,,,,1.4853,,,,,,,,,,,1.3333,,,,,,,,,,,1.6101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4287
491,04-21-KDP-01,Tap Water,4/21/2024 13:56:01,,-156.29148807944884,20.81599218568472,,,,,,,,5.6921,,,,,,,,,,,,,,24.5011,2.6135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6135
492,04.26.KDP.01,Tap Water,4/26/2024 16:11:01,,-156.3132085919645,20.854556834463057,,,,,,,,15.0741,,,,,,,,,,,,,,,25.544,,,,,,,,,,,13.7079,,,,,,,,,,,12.5186,,,,,,,,2.297,,,,,,,,,,,,,,,,,,,,,,,,,,54.067499999999995
493,04.26.KDP.02,Tap Water,04/26/2024 16:30:01,,-156.30565233052815,20.86688627020164,,,,,,,,45.3413,,,,,,,,,,,,,,,2.5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5061
494,04.26.KDP.03,Tap Water,04/26/2024 16:53:02,,-156.29334745677303,20.824480709475107,,,,,,,,53.738,,,,,,,,,,,,,,,22.0298,,,,,,,,,,,2.3773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4071
495,04.26.KDP.04,Tap Water Filtered,04/26/2024 16:55:02,,-156.29318543172994,20.824980093546984,,,,,,,,28.5468,,,,,,,,,,,,,,,2.1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1194
496,04.26.KDP.05,Tap Water,04/26/2024 18:03:04,,-156.30712525637787,20.767707556117823,,,,,,,,24.9487,,,,,,,,,,,,,,,1.6867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6867
497,04.26.KDP.06,Tap Water Filtered,04/26/2024 18:10:04,,-156.30410105501275,20.768288614542833,,,,,,,,10.2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
498,05-04-KDP-01,Tap Water Filtered,5/4/2024 16:32:06,,-156.31104777086236,20.776729336371,,,,,,,,7.8898,,,,,,,,,,,,,,,33.1057,,,,,,,,,,,2.8049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9106
499,05-04-KDP-02,Tap Water,5/4/2024 16:32:45,,-156.30777125444638,20.77598905493902,,,,,,,,3.2945,,,,,,,,,,,,,,,34.1361,,,,,,,,,,,4.2459,,,,,,,,,,,1.0218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4038
500,05-04-KDP-03,Tap Water,5/4/2024 17:12:53,,-156.345450268897,20.768175464803168,,,,,,,,3.7539,,,,,,,,,,,,,,,35.0563,,,,,,,,,,,3.9487,,,,,,,,,,,1.1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1537
501,05-04-KDP-04,Tap Water Filtered,5/4/2024 17:13:07,,-156.34230184343195,20.765224005528935,,,,,,,,,,,,,,,,,,,,,,,1.3197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3197
502,05-04-KDP-05,Tap Water,5/4/2024 18:01:34,,-156.30989879331534,20.78112293138828,,,,,,,,11.7293,,,,,,,,,,,,,,,52.3095,,,,,,,,,,,5.3247,,,,,,,,,,,1.1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7613
503,05-04-KDP-06,Tap Water Filtered,5/4/2024 18:02:04,,-156.31263461059805,20.780919444777503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
504,05-06-KDP-01,Tap Water,5/5/2024 9:42:03,,-156.30986843062232,20.77543110993779,,,,,,,,,,,,,,,,,,,,,,1.8314,14.7754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7754
505,05-06-KDP-02,Tap Water Filtered,5/5/2024 9:42:03,,-156.3075324136548,20.77858122795245,,,,,,,,2.5926,,,,,,,,,,,,,,,14.8653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8653
506,05-06-KDP-03,Tap Water Filtered,5/5/2024 9:42:03,,-156.3075780118899,20.775661010307328,,,,,,,,2.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
507,06-07-KDP-01,Tap Water,6/7/2024 11:00:00,,-156.3463162811294,20.72624782556973,,,,,,,,20.4755,,,,,,,,,,,,,,,48.7448,,,,,,,,,,,3.9582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.702999999999996
508,06-07-KDP-02,Tap Water,6/7/2024 11:47:00,,-156.32909922811697,20.74796824441917,,,,,,,,24.5381,,,,,,,,,,,,,,,2.9747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9747
509,06-07-KDP-03,Tap Water,6/7/2024 12:00:00,,-156.32320381341427,20.743771521071952,,,,,,,,13.4075,,,,,,,,,,,,,,,2.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.276
510,06-07-KDP-04,Tap Water,6/7/2024 12:20:00,,-156.31621082197736,20.765070223052593,,,,,,,,22.6478,,,,,,,,,,,,,,,2.7197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7197
511,06-07-KDP-05,Tap Water,6/7/2024 12:33:00,,-156.30460309692822,20.763260166988477,,,,,,,,20.6085,,,,,,,,,,,,,,,2.0168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0168
512,06-10-KDP-01,Tap Water,6/10/2024 8:53:57,,-156.30733558849772,20.778298070088447,,,,,,,,14.0606,,,,,,,,,,,,,,,18.8995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8995
513,06-10-KDP-02,Tap Water Filtered,6/10/2024 8:53:57,,-156.30991548386606,20.77799039325425,,,,,,,,13.6215,,,,,,,,,,,,,,,26.3511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3511
514,06-10-KDP-03,Tap Water Filtered,6/10/2024 8:53:57,,-156.31014656259106,20.775261329205428,,,,,,,,11.3713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
515,6-11-24-01-JI,Tap Water,6/11/2024 8:23:36,,-156.6846191608573,20.883151170906384,,,,,,,,100.1198,,,,,,,,,,,,,,,13.4866,,,,,,,,,,,6.4349,,,,,,,,,,,3.0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.93
516,06-14-KDP-01,Tap Water,6/14/2024 12:01:09,,-156.3981958466485,20.63854995357532,,,,,,,,11.1614,,,,,,,,,,,,,,,1.8798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8798
517,06-14-KDP-02,Tap Water Filtered,6/14/2024 12:02:36,,-156.39866619101,20.64191538628431,,,,,,,,11.3398,,,,,,,,,,,,,,,1.8261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8261
518,06-14-KDP-03,Tap Water,6/14/2024 12:54:32,,-156.3541284463092,20.730693193025175,,,,,,,,3.5006,,,,,,,,,,,,,,,48.3396,,,,,,,,,,,2.4856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.825199999999995
519,06-14-KDP-04,Tap Water,6/14/2024 13:00:52,,-156.34227309799533,20.72673560359339,,,,,,,,11.8777,,,,,,,,,,,,,,,2.7286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7286
520,06-14-KDP-05,Tap Water,6/14/2024 13:08:57,,-156.3394164805789,20.725492455232885,,,,,,,,8.191,,,,,,,,,,,,,,,1.1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1594
521,06-14-KDP-06,Tap Water,6/14/2024 13:08:57,,-156.3412918696488,20.727135900097355,,,,,,,,8.5964,,,,,,,,,,,,,,,2.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.145
522,06-14-KDP-07,Tap Water Filtered,6/14/2024 13:08:57,,-156.3408021142196,20.7272719249925,,,,,,,,16.4678,,,,,,,,,,,,,,,2.4877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4877
523,06-14-KDP-08,Tap Water Filtered,6/14/2024 13:08:57,,-156.34129900574132,20.724577938462687,,,,,,,,12.7898,,,,,,,,,,,,,,,2.3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3246
524,06-14-KDP-09,Tap Water,6/14/2024 13:08:57,,-156.30642536073057,20.758032959553425,,,,,,,,12.9059,,,,,,,,,,,,,,,2.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.564
525,06-14-KDP-10,Tap Water Filtered,6/14/2024 13:08:57,,-156.3095227403263,20.757861456777515,,,,,,,,2.9743,,,,,,,,,,,,,,,5.5099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5099
526,06-14-KDP-11,Tap Water,6/14/2024 13:08:57,,-156.30690159402786,20.765554083683817,,,,,,,,11.9689,,,,,,,,,,,,,,,2.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1645
527,06-14-KDP-12,Tap Water Filtered,6/14/2024 13:08:57,,-156.30702296441734,20.76555593947736,,,,,,,,7.1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
528,06-14-KDP-13,Tap Water,6/14/2024 13:08:57,,-156.3092975728293,20.765383440696233,,,,,,,,19.3962,,,,,,,,,,,,,,,2.8426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8426
529,06-14-KDP-14,Tap Water,6/14/2024 13:08:57,,-156.30613606767932,20.76835635570276,,,,,,,,13.1882,,,,,,,,,,,,,,,2.2873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2873
530,06-14-KDP-15,Tap Water Filtered,6/14/2024 13:08:57,,-156.30694807358557,20.76910097423866,,,,,,,,7.6846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
531,06-14-KDP-16,Tap Water,6/14/2024 13:08:57,,-156.2991348705021,20.76377263340237,,,,,,,,16.6224,,,,,,,,,,,,,,,2.2637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2637
532,06-14-KDP-17,Tap Water,6/14/2024 13:08:57,,-156.30033063262636,20.76460551789159,,,,,,,,21.1199,,,,,,,,,,,,,,,2.0166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0166
533,06-14-KDP-18,Tap Water Filtered,6/14/2024 13:08:57,,-156.30274564503378,20.76796128263383,,,,,,,,4.2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
