,Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",City,Total Trihalomethanes
248,01-03-KDP-2,Tap Water,1/3/2024 2:15:00 PM,,-156.3154580324064,20.7785126893887,,,,,,,,7.273,,,,,,,,,,,,,,,33.3143,,,,,,,,,,,2.9064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,36.2207
249,01-04-KDP-1,Tap Water,1/4/2024 4:45:00 PM,,-156.31060399852177,20.77358637792477,,,,,,,,3.6465,,,,,,,,,,,,,,,53.5779,,,,,,,,,,,4.8475,,,,,,,,,,,1.8328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,60.2582
250,01-04-KDP-3,Tap Water,1/4/2024 23:15:58,,-156.30770574513326,20.772557180387437,,,,,,,,12.4937,,,,,,,,,,,,,,,2.8865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.8865
251,01-04-KDP-4,Tap Water,1/4/2024 23:16:58,,-156.304289389271,20.775802441876596,,,,,,,,10.9364,,,,,,,,,,,,,,,2.1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.1174
252,01-04-KDP-5,Tap Water,1/4/2024 23:17:58,,-156.3088539870977,20.775613915464078,,,,,,,,11.9606,,,,,,,,,,,,,,,2.0572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.0572
253,01-04-KDP-6,Tap Water,1/4/2024 23:18:58,,-156.30733126026462,20.772157589757267,,,,,,,,11.0113,,,,,,,,,,,,,,,1.3474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.3474
254,01-19-KDP-02,Tap Water,1/19/2024,,-156.27857049187793,20.821518359839374,,,,,,,,17.8211,,,,,,,,,,,,,,,2.5941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,2.5941
255,01-19-KDP-03,Tap Water,1/19/2024,,-156.28810277563153,20.83822363755598,,,,,,,,10.7805,,,,,,,,,,,,,,,26.3917,,,,,,,,,,,1.7121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,28.1038
256,01-19-KDP-05,Tap Water,1/19/2024,,-156.2876002870354,20.837863769504477,,,,,,,,8.0895,,,,,,,,,,,,,,,72.2637,,,,,,,,,,,3.9523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,76.216
257,01-19-KDP-07,Tap Water,1/19/2024,,-156.2895142505127,20.84028669720903,,,,,,,,11.5702,,,,,,,,,,,,,,,42.3325,,,,,,,,,,,3.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,45.727500000000006
258,01.26.KDP.02,Tap Water,1/26/2024,,-156.30992080669097,20.770127260359228,,,,,,,,13.5666,,,,,,,,,,,,,,,2.3864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.3864
259,01.26.KDP.03,Tap Water,1/26/2024,,-156.31504040603252,20.78241133938957,,,,,,,,15.4965,,,,,,,,,,,,,,,32.0745,,,,,,,,,,,2.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,34.262
260,01.26.KDP.05,Tap Water,1/26/2024,,-156.3283494552629,20.76086654449068,,,,,,,,10.3418,,,,,,,,,,,,,,,2.2812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.2812
261,02-02-KDP-01,Tap Water,2/2/2024,,-156.29549771277263,20.824757203345087,,,,,,,,30.7675,,,,,,,,,,11.9443,,,,4.2593,14.1576,,,,,,,,,,,2.1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,16.3268
262,02-02-KDP-03,Tap Water,2/2/2024,,-156.33031985224562,20.82214310024373,,,,,,,,29.0611,,,,,,,,,,,,,,,65.6697,,,,,,,,,,,7.2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,72.906
263,02-02-KDP-04,Tap Water,2/2/2024,,-156.33710125455713,20.84226120726345,,,,,,,,16.3557,,,,,,,,,,,,,,1.0283,15.7621,,,,,,,,,,,6.368,,,,,,,,,,,4.4943,,,,,,,,1.3927,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,28.0171
264,02-01-24-JI-01,Tap Water,2/14/2024 8:53:57,,-156.68285460836933,20.89629890947469,,,,,,,,222.4879,,,,,,,,,,,,,,4.2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,0.0
265,02-13-24-JI-01,Tap Water,2/14/2024 9:06:30,,-156.68781037909775,20.92206797036261,,,,,,,,42.6607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8007,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,9.8007
266,02-15-24-JI-01,Tap Water,2/15/2024 15:30:24,,-156.66535798134885,20.99798538600064,,,,,,,,18.5893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8392,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,3.8392
267,02-15-24-JI-02,Tap Water,2/15/2024 15:36:49,,-156.67989645572797,20.97351783992957,,,,,,,,30.3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1567,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,3.1567
268,02-15-24-JI-04,Tap Water,2/15/2024 15:42:08,,-156.687491110012,20.952418916043403,,,,,,,,135.6055,,,,,,,,,,,,,,1.0728,9.7184,,,,,,,,,,,6.3924,,,,,,,,,,,2.8779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,18.9887
269,02-15-24-JI-05,Tap Water,2/15/2024 15:43:53,,-156.69327454479568,20.93822744795824,,,,,,,,57.6807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7098,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,3.7098
270,02-15-24-JI-07,Tap Water,2/15/2024 16:19:13,,-156.67402900150844,20.870390073150404,,,,,,,,54.9738,,,,,,,,,,,,,,,12.9917,,,,,,,,,,,8.4324,,,,,,,,,,,4.0616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,25.4857
271,02-15-24-JI-08,Tap Water,2/15/2024 16:20:49,,-156.68238686828457,20.904075590038826,,,,,,,,130.0185,,,,,,,,,,10.9188,,,,21.3129,15.9962,,,,,,,,,,,9.8964,,,,,,,,,,,4.5387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,30.4313
272,02-15-24-JI-09,Tap Water,2/15/2024 16:21:56,,-156.68553687013454,20.904532990914436,,,,,,,,64.0366,,,,,,,,,,,,,,,14.6579,,,,,,,,,,,9.1268,,,,,,,,,,,4.1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,27.900799999999997
273,2-22-CKS-1,Tap Water,2/22/2024 10:43:49,,-156.47767786575093,20.89176243068539,,,,,,,,20.3834,,,,,,,,,,2.0299,,,,,1.4451,,,,,,,,,,,2.69,,,,,,,,,,,5.0437,,,,,,,,4.6441,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,13.8229
274,03-09-KDP-01,Tap Water,3/9/2024 13:50:00,,-156.33390876228992,20.78054168133833,,,,,,,,6.9276,,,,,,,,,,,,,,,42.8943,,,,,,,,,,,4.3879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,47.2822
275,03-11-KDP-01,Tap Water,3/11/2024 9:23:00,,-156.30756458974955,20.778221129295517,,,,,,,,6.0619,,,,,,,,,,,,,,1.2831,6.1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,6.1464
276,03-11-KDP-04,Tap Water,3/11/2024 9:23:00,,-156.33309557430013,20.793144550303506,,,,,,,,8.9198,,,,,,,,,,,,,,,55.4868,,,,,,,,,,,5.1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,60.5919
277,03-11-24-02-JI,Tap Water,3/11/2024 11:42:47,,-156.68371229266145,20.885024941174667,,,,,,,,46.5322,,,,,,,,,,,,,,,11.9277,,,,,,,,,,,7.6614,,,,,,,,,,,5.1763,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,26.135400000000004
278,03-20-CDS-01,Tap Water,3/20/2024 10:50:02,,-156.68500005269036,20.881677554467608,,,,,,,,31.5283,,,,,,,,,,2.4416,,,,,13.7614,,,,,,,,,,,4.3442,,,,,,,,,,,4.557,,,,,,,,5.1633,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,27.8259
279,03-20-CDS-03,Tap Water,3/20/2024 11:13:47,,-156.68113250844104,20.884616044642332,,,,,,,,22.9662,,,,,,,,,,2.4207,,,,,27.5275,,,,,,,,,,,14.2901,,,,,,,,,,,9.0946,,,,,,,,2.8508,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,53.763000000000005
280,03-20-CDS-05,Tap Water,3/20/2024,,-156.6818522216562,20.881050521579084,,,,,,,,28.6002,,,,,,,,,,2.1292,,,,,6.5146,,,,,,,,,,,6.0941,,,,,,,,,,,4.5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,17.1159
281,03-20-CDS-06,Tap Water,3/20/2024,,-156.68245847758598,20.88118359480879,,,,,,,,16.7905,,,,,,,,,,4.4012,,,,,6.0248,,,,,,,,,,,3.8225,,,,,,,,,,,3.0269,,,,,,,,1.3175,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,14.1917
282,03-20-CDS-08,Tap Water,3/20/2024,,-156.6855499002866,20.8845441730174,,,,,,,,24.5925,,,,,,,,,,2.0694,,,,,11.5382,,,,,,,,,,,5.978,,,,,,,,,,,5.6977,,,,,,,,2.4946,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,25.7085
283,3-20-24-JI-13,Tap Water,3/20/2024 15:03:56,,-156.6846300124524,20.880749962944893,,,,,,,,14.5428,,,,,,,,,,,,,,,7.4625,,,,,,,,,,,6.8752,,,,,,,,,,,5.2489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,19.5866
284,3-20-24-JI-15,Tap Water,3/20/2024 15:01:47,,-156.68200281222403,20.881701177549665,,,,,,,,13.4308,,,,,,,,,,,,,,,11.38,,,,,,,,,,,9.174,,,,,,,,,,,6.881,,,,,,,,2.0313,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,29.466300000000004
285,3-20-24-JI-17,Tap Water,3/20/2024 15:00:00,,-156.68514375053084,20.881551478732955,,,,,,,,13.5932,,,,,,,,,,,,,,,6.543,,,,,,,,,,,6.3845,,,,,,,,,,,4.8734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,17.8009
286,03-29-KDP-01,Tap Water,3/29/2024 13:12:56,,-156.3500846632397,20.706830825133483,,,,,,,,9.725,,,,,,,,,,,,,,,3.0877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,3.0877
287,03-29-KDP-03,Tap Water,3/29/2024 13:15:40,,-156.35352348751064,20.707132260999177,,,,,,,,14.5938,,,,,,,,,,,,,,1.3787,4.3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,4.3261
288,03-29-KDP-04,Tap Water,3/29/2024 13:35:09,,-156.34867620526188,20.70649056111129,,,,,,,,9.1735,,,,,,,,,,,,,,,1.8535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.8535
289,03-29-KDP-06,Tap Water,3/29/2024 14:19:16,,-156.3383724890998,20.71825568209154,,,,,,,,13.413,,,,,,,,,,,,,,,2.5214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.5214
290,03-29-KDP-08,Tap Water,3/29/2024 14:28:33,,-156.33760090314328,20.727254641383304,,,,,,,,8.5205,,,,,,,,,,,,,,1.4956,1.7981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.7981
291,03-29-KDP-09,Tap Water,3/29/2024 15:09:05,,-156.3377468903483,20.72404954898818,,,,,,,,8.5803,,,,,,,,,,,,,,,1.7401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.7401
292,03-29-KDP-11,Tap Water,3/29/2024 15:32:56,,-156.3514143672672,20.70898636894454,,,,,,,,9.1354,,,,,,,,,,,,,,,1.8547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.8547
293,03-05-KDP-01,Tap Water,04/05/2024 15:36:01,,-156.3078259040537,20.76957657320921,,,,,,,,11.5514,,,,,,,,,,,,,,,1.7808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.7808
294,03-05-KDP-03,Tap Water,04/05/2024 15:53:00,,-156.3377749180373,20.782709633911924,,,,,,,,13.901,,,,,,,,,,,,,,,60.4599,,,,,,,,,,,7.0218,,,,,,,,,,,2.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,70.1327
295,03-05-KDP-08,Tap Water,04/05/2024 17:32:00,,-156.31540880888917,20.75082882558993,,,,,,,,16.5787,,,,,,,,,,,,,,,1.6754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.6754
296,03-05-KDP-10,Tap Water,04/05/2024 17:32:00,,-156.31462338969706,20.75066892169283,,,,,,,,7.6502,,,,,,,,,,,,,,,1.7331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.7331
297,03-05-KDP-12,Tap Water,04/05/2024 18:00:00,,-156.3425690426994,20.720041520855965,,,,,,,,15.5772,,,,,,,,,,,,,,,1.8314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.8314
298,4-11-24-JI-01,Tap Water,4/11/2024 9:36:06,,-156.68289518725695,20.89286637832108,,,,,,,,31.8144,,,,,,,,,,,,,,,17.9315,,,,,,,,,,,6.5972,,,,,,,,,,,5.6352,,,,,,,,4.7779,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,34.9418
299,4-11-24-JI-02,Tap Water,4/11/2024 9:38:09,,-156.67978086260334,20.892082894843792,,,,,,,,9.4019,,,,,,,,,,,,,,,6.0674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,6.0674
300,4-11-24-JI-03,Tap Water,4/11/2024 9:39:43,,-156.68348443756778,20.89500376700497,,,,,,,,15.8808,,,,,,,,,,,,,,1.0666,7.6734,,,,,,,,,6.1698,,,,,,,,,,,,,,,,,,,,,5.8167,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,13.4901
301,4-11-24-JI-04,Tap Water,4/11/2024 9:40:43,,-156.68287657727177,20.895736799478776,,,,,,,,17.2499,,,,,,,,,,,,,,,7.6913,,,,,,,,,5.3198,,,,,,,,,,,,,,,,,,,,,5.1164,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,12.8077
302,4-12-24-JI-01,Tap Water,04/12/2024,,,,,,,,,,,9.6233,,,,,,,,,,,,,,,8.8237,,,,,,,,,,,4.4847,,,,,,,,,,,3.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,16.6602
303,4-12-24-JI-02,Tap Water,04/12/2024,,,,,,,,,,,20.0739,,,,,,,,,,,,,,,16.918,,,,,,,,,,,8.9773,,,,,,,,,,,6.0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,31.900799999999997
304,4-12-KDP-01,Tap Water,04/12/2024 9:22:30,,-156.31645906486062,20.78249964026265,,,,,,,,21.0758,,,,,,,,,,,,,,,14.2275,,,,,,,,,,,2.7958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,17.0233
305,4-12-KDP-03,Tap Water,04/12/2024 9:22:30,,-156.32647778253843,20.788450694715586,,,,,,,,18.5049,,,,,,,,,,,,,,,17.9389,,,,,,,,,,,3.0213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,20.9602
306,4-12-KDP-05,Tap Water,04/12/2024 9:22:30,,-156.3257804731017,20.7990624289945,,,,,,,,25.3978,,,,,,,,,,,,,,,25.2949,,,,,,,,,,,3.4727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,28.767599999999998
307,04-15-KDP-01,Tap Water,04/15/2024 9:22:30,,-156.3072588377075,20.77582823151118,,,,,,,,8.3873,,,,,,,,,,,,,,,10.3614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,10.3614
308,04-20-KDP-01,Tap Water,4/20/2024 17:15:01,,-156.2842179429443,20.81593241576486,,,,,,,,11.5937,,,,,,,,,,,,,,,1.9657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,1.9657
309,04-21-KDP-01,Tap Water,4/21/2024 13:56:01,,-156.29148807944884,20.81599218568472,,,,,,,,5.6921,,,,,,,,,,,,,,24.5011,2.6135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,2.6135
310,04.26.KDP.01,Tap Water,4/26/2024 16:11:01,,-156.3132085919645,20.854556834463057,,,,,,,,15.0741,,,,,,,,,,,,,,,25.544,,,,,,,,,,,13.7079,,,,,,,,,,,12.5186,,,,,,,,2.297,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,54.067499999999995
311,04.26.KDP.02,Tap Water,04/26/2024 16:30:01,,-156.30565233052815,20.86688627020164,,,,,,,,45.3413,,,,,,,,,,,,,,,2.5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,2.5061
312,04.26.KDP.03,Tap Water,04/26/2024 16:53:02,,-156.29334745677303,20.824480709475107,,,,,,,,53.738,,,,,,,,,,,,,,,22.0298,,,,,,,,,,,2.3773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,24.4071
313,04.26.KDP.05,Tap Water,04/26/2024 18:03:04,,-156.30712525637787,20.767707556117823,,,,,,,,24.9487,,,,,,,,,,,,,,,1.6867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.6867
314,05-04-KDP-02,Tap Water,5/4/2024 16:32:45,,-156.30777125444638,20.77598905493902,,,,,,,,3.2945,,,,,,,,,,,,,,,34.1361,,,,,,,,,,,4.2459,,,,,,,,,,,1.0218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,39.4038
315,05-04-KDP-03,Tap Water,5/4/2024 17:12:53,,-156.345450268897,20.768175464803168,,,,,,,,3.7539,,,,,,,,,,,,,,,35.0563,,,,,,,,,,,3.9487,,,,,,,,,,,1.1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,40.1537
316,05-04-KDP-05,Tap Water,5/4/2024 18:01:34,,-156.30989879331534,20.78112293138828,,,,,,,,11.7293,,,,,,,,,,,,,,,52.3095,,,,,,,,,,,5.3247,,,,,,,,,,,1.1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,58.7613
317,05-06-KDP-01,Tap Water,5/5/2024 9:42:03,,-156.30986843062232,20.77543110993779,,,,,,,,,,,,,,,,,,,,,,1.8314,14.7754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,14.7754
318,06-07-KDP-01,Tap Water,6/7/2024 11:00:00,,-156.3463162811294,20.72624782556973,,,,,,,,20.4755,,,,,,,,,,,,,,,48.7448,,,,,,,,,,,3.9582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,52.702999999999996
319,06-07-KDP-02,Tap Water,6/7/2024 11:47:00,,-156.32909922811697,20.74796824441917,,,,,,,,24.5381,,,,,,,,,,,,,,,2.9747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.9747
320,06-07-KDP-03,Tap Water,6/7/2024 12:00:00,,-156.32320381341427,20.743771521071952,,,,,,,,13.4075,,,,,,,,,,,,,,,2.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.276
321,06-07-KDP-04,Tap Water,6/7/2024 12:20:00,,-156.31621082197736,20.765070223052597,,,,,,,,22.6478,,,,,,,,,,,,,,,2.7197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.7197
322,06-07-KDP-05,Tap Water,6/7/2024 12:33:00,,-156.30460309692822,20.76326016698848,,,,,,,,20.6085,,,,,,,,,,,,,,,2.0168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.0168
323,06-10-KDP-01,Tap Water,6/10/2024 8:53:57,,-156.30733558849772,20.778298070088447,,,,,,,,14.0606,,,,,,,,,,,,,,,18.8995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,18.8995
324,6-11-24-01-JI,Tap Water,6/11/2024 8:23:36,,-156.6846191608573,20.883151170906384,,,,,,,,100.1198,,,,,,,,,,,,,,,13.4866,,,,,,,,,,,6.4349,,,,,,,,,,,3.0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,22.93
325,06-14-KDP-01,Tap Water,6/14/2024 12:01:09,,-156.3981958466485,20.63854995357532,,,,,,,,11.1614,,,,,,,,,,,,,,,1.8798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,1.8798
326,06-14-KDP-03,Tap Water,6/14/2024 12:54:32,,-156.3541284463092,20.73069319302517,,,,,,,,3.5006,,,,,,,,,,,,,,,48.3396,,,,,,,,,,,2.4856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,50.825199999999995
327,06-14-KDP-04,Tap Water,6/14/2024 13:00:52,,-156.34227309799533,20.72673560359339,,,,,,,,11.8777,,,,,,,,,,,,,,,2.7286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.7286
328,06-14-KDP-05,Tap Water,6/14/2024 13:08:57,,-156.3394164805789,20.725492455232885,,,,,,,,8.191,,,,,,,,,,,,,,,1.1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.1594
329,06-14-KDP-06,Tap Water,6/14/2024 13:08:57,,-156.3412918696488,20.727135900097355,,,,,,,,8.5964,,,,,,,,,,,,,,,2.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.145
330,06-14-KDP-09,Tap Water,6/14/2024 13:08:57,,-156.30642536073057,20.758032959553425,,,,,,,,12.9059,,,,,,,,,,,,,,,2.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.564
331,06-14-KDP-11,Tap Water,6/14/2024 13:08:57,,-156.30690159402786,20.765554083683814,,,,,,,,11.9689,,,,,,,,,,,,,,,2.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.1645
332,06-14-KDP-13,Tap Water,6/14/2024 13:08:57,,-156.3092975728293,20.765383440696237,,,,,,,,19.3962,,,,,,,,,,,,,,,2.8426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.8426
333,06-14-KDP-14,Tap Water,6/14/2024 13:08:57,,-156.30613606767932,20.76835635570276,,,,,,,,13.1882,,,,,,,,,,,,,,,2.2873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.2873
334,06-14-KDP-16,Tap Water,6/14/2024 13:08:57,,-156.2991348705021,20.76377263340237,,,,,,,,16.6224,,,,,,,,,,,,,,,2.2637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.2637
